Seed,Subject_0_Acc,Subject_1_Acc,Subject_2_Acc,Subject_3_Acc,Subject_4_Acc,Subject_5_Acc,Subject_6_Acc,Subject_7_Acc,Subject_8_Acc,Seed_Avg_Acc
666,71.03960396039604,51.73267326732673,78.46534653465346,49.404761904761905,39.851485148514854,35.396039603960396,70.79207920792079,65.0990099009901,63.613861386138616,58.37720676829588
Average,71.03960396039604,51.73267326732673,78.46534653465346,49.404761904761905,39.851485148514854,35.396039603960396,70.79207920792079,65.0990099009901,63.613861386138616,58.37720676829588
