Seed,Subject_0_Acc,Subject_1_Acc,Subject_2_Acc,Subject_3_Acc,Subject_4_Acc,Subject_5_Acc,Subject_6_Acc,Subject_7_Acc,Subject_8_Acc,Seed_Avg_Acc
666,67.82178217821783,48.51485148514851,78.71287128712872,41.584158415841586,47.02970297029702,41.089108910891085,76.73267326732673,64.85148514851485,53.46534653465347,57.755775577557756
Average,67.82178217821783,48.51485148514851,78.71287128712872,41.584158415841586,47.02970297029702,41.089108910891085,76.73267326732673,64.85148514851485,53.46534653465347,57.755775577557756
