Seed,Subject_0_Acc,Subject_1_Acc,Subject_2_Acc,Subject_3_Acc,Subject_4_Acc,Subject_5_Acc,Subject_6_Acc,Subject_7_Acc,Subject_8_Acc,Seed_Avg_Acc
666,67.32673267326733,48.01980198019802,78.71287128712872,48.51485148514851,44.554455445544555,43.56435643564357,82.17821782178217,76.23762376237624,52.97029702970298,60.23102310231023
Average,67.32673267326733,48.01980198019802,78.71287128712872,48.51485148514851,44.554455445544555,43.56435643564357,82.17821782178217,76.23762376237624,52.97029702970298,60.23102310231023
