acc,aug_type,condition,ece,group,intensity,kappa,layer,macro_f1,nll,seed,target_subject
0.3472222222222222,bad_style,BadStyle,0.06571877871950467,BadStyle,0.75,0.12962962962962962,layer1,0.2546502976190476,1.3606812953948975,22,8
0.3541666666666667,bad_physio,BadPhysio,0.0671774713943402,BadPhysio,0.75,0.13888888888888892,layer1,0.29706904885848145,1.3605599403381348,22,8
0.2951388888888889,bad_artifact,BadArtifact,0.059057297805945076,BadArtifact,0.75,0.060185185185185196,layer1,0.19568854568854566,1.3559443950653076,22,8
0.4722222222222222,none,NoAug,0.18941988816691768,NoAug,0.0,0.2962962962962963,layer1,0.40977372261737566,1.321784496307373,20,9
0.4652777777777778,clean,CleanAug,0.18355534122221998,CleanAug,0.75,0.28703703703703703,layer1,0.37372726868525186,1.3189127445220947,20,9
0.25,bad_content,BadContent,0.21400377186687872,BadContent,0.75,0.0,layer1,0.10112359550561796,1.3607019186019897,20,9
0.40625,bad_style,BadStyle,0.10547115260528193,BadStyle,0.75,0.20833333333333334,layer1,0.34588680329438803,1.3251287937164307,20,9
0.4652777777777778,bad_physio,BadPhysio,0.17764470384766656,BadPhysio,0.75,0.28703703703703703,layer1,0.36395101235115757,1.3194329738616943,20,9
0.4652777777777778,bad_artifact,BadArtifact,0.16719489275581306,BadArtifact,0.75,0.28703703703703703,layer1,0.3659075373268573,1.3191494941711426,20,9
0.40625,none,NoAug,0.12174831630869043,NoAug,0.0,0.20833333333333334,layer1,0.29955186289534674,1.3305846452713013,21,9
0.3888888888888889,clean,CleanAug,0.12346508074551821,CleanAug,0.75,0.1851851851851852,layer1,0.27314404022478556,1.3387048244476318,21,9
0.2673611111111111,bad_content,BadContent,0.23457449158498397,BadContent,0.75,0.02314814814814814,layer1,0.1338759831717578,1.354628324508667,21,9
0.4548611111111111,bad_style,BadStyle,0.17150718563546738,BadStyle,0.75,0.27314814814814814,layer1,0.383472512477259,1.3323062658309937,21,9
0.3784722222222222,bad_physio,BadPhysio,0.11115040712886386,BadPhysio,0.75,0.17129629629629628,layer1,0.26589403973509934,1.3397116661071777,21,9
0.3993055555555556,bad_artifact,BadArtifact,0.14175955961561865,BadArtifact,0.75,0.1990740740740741,layer1,0.31368467817928547,1.3366999626159668,21,9
0.4479166666666667,none,NoAug,0.16661094460222456,NoAug,0.0,0.2638888888888889,layer1,0.41358806910952917,1.3235822916030884,22,9
0.4583333333333333,clean,CleanAug,0.17325544740176863,CleanAug,0.75,0.27777777777777773,layer1,0.4234526132259538,1.314507246017456,22,9
0.25,bad_content,BadContent,0.23698943630895683,BadContent,0.75,0.0,layer1,0.1,1.368704915046692,22,9
0.3923611111111111,bad_style,BadStyle,0.08802330928544204,BadStyle,0.75,0.1898148148148148,layer1,0.31795975234450596,1.3250986337661743,22,9
0.46875,bad_physio,BadPhysio,0.1835550654472576,BadPhysio,0.75,0.2916666666666667,layer1,0.42224234697154933,1.315529704093933,22,9
0.4097222222222222,bad_artifact,BadArtifact,0.10773596146868336,BadArtifact,0.75,0.21296296296296294,layer1,0.3632258940179732,1.3115192651748657,22,9
