target_subject,seed,group,n_support,n_aug_total,n_aug_kept,rejected_ratio,mean_aug_weight_all,mean_aug_weight_kept,sum_aug_weight_kept,sum_weight_per_candidate,CE_real,CE_aug_raw,CE_aug_weighted,final_train_loss,artifact_threshold,mean_v2_gamma,v2_prior_agreement_rate,v2_proto_agreement_rate,v2_both_agreement_rate,fold_score_nan_inf_count,fold_covariance_nan_inf_count,accuracy,balanced_accuracy,macro_f1,kappa,auroc,nll,ece,brier,class_0_accuracy,class_0_f1,class_1_accuracy,class_1_f1
90,20,RiskMixed_NaiveAug_LS010,10,100,100,0.0,1.0,1.0,100.0,1.0,0.3136304020881653,0.31757956743240356,0.31757956743240356,0.6312099695205688,4.530228805541992,0.7548252940177917,0.8899999856948853,0.8799999952316284,0.8799999952316284,0,0,0.9428571428571428,0.9411764705882353,0.9424342105263158,0.8852459016393442,0.9738562091503268,0.24056944321833643,0.15719224384852817,0.1342761516571045,0.8823529411764706,0.9375,1.0,0.9473684210526316
90,20,RiskMixed_CU-v1.3,10,100,100,0.0,1.0000001192092896,1.0000001192092896,100.00000762939453,1.0000000762939454,0.2623966336250305,0.27383100986480713,0.27608728408813477,0.5384839177131653,4.530228805541992,0.7548252940177917,0.8899999856948853,0.8799999952316284,0.8799999952316284,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9771241830065359,0.20008923646859753,0.117889894757952,0.10462287813425064,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
90,20,RiskMixed_SAS-Cert-v2-full,10,100,100,0.0,0.7548252940177917,0.7548252940177917,75.48252868652344,0.7548252868652344,0.24411927163600922,0.2541370093822479,0.23663924634456635,0.48075851798057556,4.530228805541992,0.7548252940177917,0.8899999856948853,0.8799999952316284,0.8799999952316284,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9771241830065359,0.14746935446308937,0.09593984399523053,0.0747283473610878,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
90,21,RiskMixed_NaiveAug_LS010,10,100,100,0.0,1.0,1.0,100.0,1.0,0.3488963842391968,0.42273712158203125,0.42273712158203125,0.771633505821228,3.908350229263307,0.6243122220039368,0.7599999904632568,0.7099999785423279,0.6899999976158142,0,0,1.0,1.0,1.0,1.0,1.0,0.046543661506697385,0.041911385740552635,0.01552086602896452,1.0,1.0,1.0,1.0
90,21,RiskMixed_CU-v1.3,10,100,100,0.0,0.9999999403953552,0.9999999403953552,99.99999237060547,0.9999999237060547,0.35312575101852417,0.4309658706188202,0.41131237149238586,0.7644381523132324,3.908350229263307,0.6243122220039368,0.7599999904632568,0.7099999785423279,0.6899999976158142,0,0,1.0,1.0,1.0,1.0,1.0,0.044633728950479,0.040346288681030275,0.014415539801120758,1.0,1.0,1.0,1.0
90,21,RiskMixed_SAS-Cert-v2-full,10,100,100,0.0,0.6243122220039368,0.6243122220039368,62.43122482299805,0.6243122482299804,0.31453633308410645,0.34921810030937195,0.28059327602386475,0.5951296091079712,3.908350229263307,0.6243122220039368,0.7599999904632568,0.7099999785423279,0.6899999976158142,0,0,0.9714285714285714,0.9722222222222222,0.9714285714285714,0.9429037520391517,1.0,0.0849858582728665,0.07142445019313266,0.04009546712040901,1.0,0.9714285714285714,0.9444444444444444,0.9714285714285714
90,22,RiskMixed_NaiveAug_LS010,10,100,100,0.0,1.0,1.0,100.0,1.0,0.2472487986087799,0.27036136388778687,0.27036136388778687,0.5176101922988892,6.670614290237452,0.8110386729240417,0.9599999785423279,0.9599999785423279,0.9599999785423279,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9836601307189542,0.14652389594017126,0.07053212778908866,0.07936995476484299,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
90,22,RiskMixed_CU-v1.3,10,100,100,0.0,1.0000001192092896,1.0000001192092896,100.00000762939453,1.0000000762939454,0.25284886360168457,0.2761995196342468,0.2705113887786865,0.5233602523803711,6.670614290237452,0.8110386729240417,0.9599999785423279,0.9599999785423279,0.9599999785423279,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9803921568627451,0.15761153274465659,0.08917734963553292,0.0859159603714943,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
90,22,RiskMixed_SAS-Cert-v2-full,10,100,100,0.0,0.8110386729240417,0.8110386729240417,81.10386657714844,0.8110386657714844,0.23185254633426666,0.25114119052886963,0.23230864107608795,0.4641611874103546,6.670614290237452,0.8110386729240417,0.9599999785423279,0.9599999785423279,0.9599999785423279,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9803921568627451,0.1638967374706334,0.10771339450563704,0.08618582040071487,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
90,23,RiskMixed_NaiveAug_LS010,10,100,100,0.0,1.0,1.0,100.0,1.0,0.23583728075027466,0.26052024960517883,0.26052024960517883,0.4963575303554535,11.163361167907723,0.7586658596992493,0.8999999761581421,0.8999999761581421,0.8999999761581421,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9771241830065359,0.15612178373689387,0.07179935319083078,0.0790768638253212,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
90,23,RiskMixed_CU-v1.3,10,100,100,0.0,1.0,1.0,100.0,1.0,0.2417232096195221,0.2675950527191162,0.2616928815841675,0.5034160614013672,11.163361167907723,0.7586658596992493,0.8999999761581421,0.8999999761581421,0.8999999761581421,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9771241830065359,0.15095263729630684,0.0700832860810416,0.07631564885377884,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
