target_subject,seed,comparison,delta_balanced_accuracy,delta_macro_f1,delta_ece,delta_nll,delta_brier,win_macro_f1
90,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.02941176470588236,0.028900760808655557,-0.06125239985329764,-0.09310008875524706,-0.05954780429601669,1
90,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,-0.021950050762721468,-0.052619882005508156,-0.029894530773162842,0
90,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.02777777777777779,-0.02857142857142858,0.029513064452580028,0.03844219676616912,0.024574601091444492,0
90,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,-0.02777777777777779,-0.02857142857142858,0.031078161512102388,0.040352129322387506,0.025679927319288254,0
90,22,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0,0.0,0.03718126671654838,0.017372841530462146,0.006815865635871887,0
90,22,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,0.018536044870104115,0.006285204725976823,0.00026986002922058105,0
90,23,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0,0.0,0.006141505922589968,-0.021009154343398034,-0.009205445647239685,0
90,23,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,0.007857573032379148,-0.01584000790281101,-0.006444230675697327,0
90,24,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.02941176470588236,-0.028900760808655557,0.032675230503082284,0.03013917895976917,0.014717742800712585,0
90,24,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,0.01526219674519131,0.01851932015061769,0.008438125252723694,0
91,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0016339869281045694,-0.0011287409700722062,0.020036561148507298,0.1745000228520991,0.008372575044631958,0
91,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.02941176470588225,0.02795783223414805,0.010323204313005735,0.14947008080960156,0.004728555679321289,1
91,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.08823529411764697,-0.08961671683413741,-0.02420139993940082,0.09438411954078091,0.03972509503364563,0
91,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,-0.08823529411764697,-0.08961671683413741,-0.017313696656908295,0.08960592922541599,0.03835849463939667,0
91,22,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.05882352941176472,-0.057985257985258,-0.021474713938576806,-0.06343004905617378,-0.02526804804801941,0
91,22,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,0.00577782562800816,0.010485609603887114,0.004099637269973755,0
91,23,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.02777777777777768,0.027646815550041448,0.019460248095648613,-0.056952908243275036,-0.013669610023498535,1
91,23,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,-0.0016339869281045694,-0.0023026315789472784,0.010070524896894167,-0.038723196097734114,-0.014757335186004639,0
91,24,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.02941176470588225,-0.030515839641154896,0.029596778324672154,0.15063171055783586,0.029224634170532227,0
91,24,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,-0.02941176470588225,-0.030515839641154896,0.0016409822872706925,0.13501729955062375,0.027542799711227417,0
92,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.06000000000000005,-0.06348162475822039,-0.004339523137883952,0.0025899886617824774,-0.009740382432937622,0
92,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,-0.06000000000000005,-0.06348162475822039,-0.01345424132144199,0.0036121436666136097,-0.007915094494819641,0
92,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0027272727272726893,0.001912901912901832,-0.032578417595396675,-0.032114447399344326,-0.021036460995674133,1
92,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0027272727272726893,0.001912901912901832,-0.026995004491603136,-0.04295002151052807,-0.028880342841148376,1
92,22,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.022727272727272707,-0.022500585777161852,0.006464518131093791,0.01590031804005909,0.01761464774608612,0
92,22,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,-0.022727272727272707,-0.022500585777161852,0.02338953284507103,0.012295170683209955,0.017304956912994385,0
92,23,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0,0.0,0.028509202155661065,0.02963626850178036,0.0011470168828964233,0
92,23,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,0.023786606940817315,0.02219954856035744,0.0006629526615142822,0
92,24,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.042727272727272725,-0.042727272727272725,-0.017681478185856594,-0.0036373857980050994,0.0013885796070098877,0
92,24,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,-0.020000000000000018,-0.02102267545496006,0.0029932793150556913,-0.004103156651584783,0.0010247230529785156,0
93,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.08823529411764708,0.07872503840245781,0.0006177919251578734,0.009745665944017379,-0.034794390201568604,1
93,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,-0.02871555515698021,-0.010533281042578668,-0.016786277294158936,0
93,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0,0.0,0.012363762514931875,0.04270594003714323,0.01262354850769043,0
93,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,0.012130437578473818,0.049318383699671786,0.01149606704711914,0
93,22,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.10130718954248363,0.11534284537317907,0.03872283611978805,0.06587832380494574,0.03192579746246338,1
93,22,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.10130718954248363,0.11534284537317907,0.030752879806927313,0.08359522195912172,0.04507166147232056,1
93,23,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0016339869281045694,-0.010648863505475448,0.07760805913380209,0.539048055084235,0.14837247133255005,0
93,23,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0016339869281045694,-0.010648863505475448,0.0782121385846819,0.5402967743884032,0.14995533227920532,0
93,24,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0,0.0,-0.002279175179345283,0.05258859216751688,-0.021994948387145996,0
93,24,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,0.0,0.0,0.0010229434285845551,0.07011908416797397,-0.016784071922302246,0
94,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,-0.05555555555555558,-0.05718954248366015,0.028381406409399818,-0.056228027046920204,0.04928770661354065,0
94,20,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_CU-v1.3,-0.05555555555555558,-0.05718954248366015,0.030138554743358026,-0.045907388191034015,0.046713292598724365,0
94,21,RiskMixed_SAS-Cert-v2-full-vs-RiskMixed_NaiveAug_LS010,0.0,0.0,0.022815654107502525,0.04199225855485067,0.024263083934783936,0
