aug_id,original_local_index,aug_type,label,e_embed_raw,e_proto_raw,e_pred_raw,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,d_band,d_cov_riemann,d_style,e_total,artifact_gate_pass,soft_weight_v1_1,softar_weight_v1_1,artifact_robust_z,extreme_artifact_outlier,content_score_v1_2,e_base_v1_2,e_total_v1_2,softsafe_weight_v1_2
gaussian_noise_000_00,0,gaussian_noise,1,0.9999674558639526,0.06749778985977173,-4.936164259561338e-07,0.7118644118309021,0.6101694703102112,0.7457627058029175,0.06779661029577255,4.230755805969238,12.1128511428833,1.104142665863037,167.0548553466797,1.762711763381958,0,0.8779661059379578,0.0,5.597742557525635,1,0.7627118825912476,2.284745931625366,1.2198219299316406,0.0
time_shift_000_01,0,time_shift,1,0.9941043853759766,0.07170045375823975,-2.753106673480943e-05,0.18644067645072937,0.6271186470985413,0.9491525292396545,0.35593220591545105,1.8115217685699463,0.0,5.800204609142379e-13,166.65235900878906,1.4491524696350098,1,0.7288135290145874,0.7288135290145874,1.4787086248397827,0,0.1525423675775528,1.6966102123260498,1.1502442359924316,0.7288135290145874
time_crop_000_02,0,time_crop,1,0.9998601078987122,0.06822079420089722,-6.646794645348564e-06,0.5423728823661804,0.694915235042572,0.22033898532390594,0.10169491171836853,3.3069398403167725,291.8830261230469,1.36067795753479,152.64773559570312,1.110169529914856,1,0.47118645906448364,0.47118645906448364,4.02483606338501,1,0.6440678238868713,1.5983049869537354,0.8804222345352173,0.0
frequency_mask_000_03,0,frequency_mask,1,0.9989650845527649,0.05985051393508911,-0.00014785098028369248,0.1525423675775528,0.5593220591545105,0.37288135290145874,0.4406779706478119,1.673616647720337,127.03427124023438,1.9268921613693237,179.33023071289062,0.8050847053527832,1,0.3627118468284607,0.3627118468284607,1.2439086437225342,0,0.16949152946472168,1.100000023841858,0.7923729419708252,0.5677965879440308
channel_dropout_000_04,0,channel_dropout,1,0.9998196959495544,0.06904596090316772,-2.1606556401820853e-06,0.5254237055778503,0.1355932205915451,0.11864406615495682,0.37288135290145874,1.782513976097107,688.4715576171875,15.084431648254395,247.96820068359375,0.7118643522262573,1,0.3084745705127716,0.3084745705127716,1.4293193817138672,0,0.5932203531265259,1.2949153184890747,0.888882577419281,0.6016949415206909
mild_frequency_mixup_000_05,0,mild_frequency_mixup,1,0.9998506307601929,0.0663498044013977,-4.0259874367620796e-07,0.5593220591545105,0.5932203531265259,0.47457626461982727,0.4576271176338196,1.6701160669326782,81.92245483398438,1.0124677419662476,173.2051239013672,1.3305084705352783,1,0.6474576592445374,0.6474576592445374,1.2379485368728638,0,0.5593220591545105,1.720339059829712,1.2538063526153564,0.7796610593795776
gaussian_noise_001_00,1,gaussian_noise,1,0.9999801516532898,0.07642877101898193,-1.0088848512168624e-07,0.7796609997749329,0.38983049988746643,0.8135592937469482,0.050847455859184265,4.336963653564453,10.172658920288086,0.7421400547027588,197.8978271484375,1.7881355285644531,0,0.891525387763977,0.0,5.778574466705322,1,0.8474576473236084,2.4389829635620117,1.2814995050430298,0.0
time_shift_001_01,1,time_shift,1,0.9973871111869812,0.08502000570297241,-4.848529897572007e-06,0.4067796468734741,0.4067796468734741,1.0,0.2542372941970825,2.089829206466675,0.0,2.9905849389770534e-13,197.32899475097656,1.6101694107055664,1,0.810169517993927,0.810169517993927,1.9525600671768188,0,0.38983049988746643,1.9525424242019653,1.2244757413864136,0.7711864709854126
time_crop_001_02,1,time_crop,1,0.9999197125434875,0.0783572793006897,-2.455853973515332e-07,0.7457627058029175,0.508474588394165,0.23728813230991364,0.08474576473236084,3.8396198749542236,286.960693359375,1.396593451499939,192.20668029785156,1.2372881174087524,0,0.5661017298698425,0.0,4.931787014007568,1,0.7796609997749329,1.7796610593795776,0.9652398824691772,0.0
frequency_mask_001_03,1,frequency_mask,1,0.9996610283851624,0.07988578081130981,-7.756461855024099e-07,0.47457626461982727,0.4237288236618042,0.5254237055778503,0.4067796468734741,1.7380659580230713,64.7316665649414,1.5383028984069824,196.3157501220703,1.2118644714355469,1,0.5525423884391785,0.5525423884391785,1.353641390800476,0,0.5254237055778503,1.7033898830413818,1.1981470584869385,0.7542372941970825
channel_dropout_001_04,1,channel_dropout,1,0.997969925403595,0.0768129825592041,-4.380924565339228e-07,0.38983049988746643,0.06779661029577255,0.1355932205915451,0.2881355881690979,2.006314992904663,570.4375,15.931047439575195,279.431884765625,0.5593219995498657,1,0.2677966058254242,0.2677966058254242,1.810367226600647,0,0.3050847351551056,0.8847457766532898,0.5698362588882446,0.5423728823661804
mild_frequency_mixup_001_05,1,mild_frequency_mixup,1,0.9997432231903076,0.080843985080719,-5.294273250910919e-07,0.5762711763381958,0.4576271176338196,0.49152541160583496,0.33898305892944336,1.8355365991592407,80.87269592285156,1.073492169380188,195.1240997314453,1.2966101169586182,1,0.6203389763832092,0.6203389763832092,1.5195966958999634,0,0.5762711763381958,1.7305083274841309,1.1585606336593628,0.7372881174087524
gaussian_noise_002_00,2,gaussian_noise,1,0.9999314546585083,0.08695453405380249,-9.821457069847384e-08,0.8983050584793091,0.7457627058029175,0.7796609997749329,0.1525423675775528,3.1122305393218994,11.280474662780762,0.9412359595298767,137.80984497070312,2.0508475303649902,1,0.9864406585693359,0.9864406585693359,3.6933202743530273,0,0.9322034120559692,2.6305084228515625,1.5158861875534058,0.8728813529014587
time_shift_002_01,2,time_shift,1,0.996337890625,0.08188700675964355,-6.598432378268626e-07,0.32203391194343567,0.7627118825912476,0.9830508232116699,0.6440678238868713,0.6931413412094116,0.0,4.4305775411326853e-13,137.3697509765625,1.6864407062530518,1,0.8508474230766296,0.8508474230766296,-0.4254673421382904,0,0.2711864411830902,1.9067796468734741,1.5674375295639038,0.889830470085144
time_crop_002_02,2,time_crop,1,0.9999275207519531,0.0886346697807312,-8.297359244124891e-08,0.8813559412956238,0.37288135290145874,0.20338982343673706,0.23728813230991364,2.814885377883911,317.4945983886719,1.6679104566574097,198.60092163085938,1.2711864709854126,1,0.6067796945571899,0.6067796945571899,3.1870546340942383,0,0.9152542352676392,1.9254237413406372,1.1911519765853882,0.7457627058029175
frequency_mask_002_03,2,frequency_mask,1,0.9991969466209412,0.09424829483032227,-7.513168043260521e-08,0.6101694703102112,0.7796609997749329,0.5932203531265259,0.7796609997749329,0.5818943977355957,41.093238830566406,1.4841275215148926,137.09890747070312,1.5932203531265259,1,0.7830508947372437,0.7830508947372437,-0.6148785352706909,0,0.5423728823661804,1.8779661655426025,1.6710715293884277,0.9322034120559692
channel_dropout_002_04,2,channel_dropout,1,0.9998099207878113,0.09032130241394043,-9.490096175568397e-08,0.7627118825912476,0.23728813230991364,0.18644067645072937,0.694915235042572,0.6431010365486145,497.210693359375,15.258116722106934,218.0685577392578,1.0677967071533203,1,0.4440677762031555,0.4440677762031555,-0.5106669068336487,0,0.7966101765632629,1.6983050107955933,1.4392415285110474,0.8474576473236084
mild_frequency_mixup_002_05,2,mild_frequency_mixup,1,0.9998763799667358,0.08909964561462402,-7.104333121787931e-08,0.8305084705352783,0.7288135886192322,0.4067796468734741,0.7288135886192322,0.6073374152183533,110.98938751220703,1.028602957725525,143.11505126953125,1.601694941520691,1,0.7966101765632629,0.7966101765632629,-0.5715587735176086,0,0.8644067645072937,2.1508474349975586,1.8592071533203125,0.9745762348175049
gaussian_noise_003_00,3,gaussian_noise,0,0.9996625185012817,-0.02870553731918335,-0.13265660405158997,0.1355932205915451,0.6779661178588867,0.6779661178588867,0.1355932205915451,3.2039315700531006,12.907187461853027,1.3197100162506104,164.78175354003906,1.1525423526763916,1,0.511864423751831,0.511864423751831,3.849452018737793,0,0.18644067645072937,1.4576271772384644,0.8276357650756836,0.5847457647323608
time_shift_003_01,3,time_shift,0,0.9613136649131775,0.05431026220321655,-15.2459135055542,0.033898305147886276,0.6610169410705566,0.8983050584793091,0.6271186470985413,0.7070642709732056,0.0,7.730800049600417e-13,164.884521484375,1.262711763381958,1,0.5932203531265259,0.5932203531265259,-0.401761919260025,0,0.06779661029577255,1.401694893836975,1.1403619050979614,0.7033898234367371
time_crop_003_02,3,time_crop,0,0.9999171495437622,-0.03701430559158325,-0.004119735211133957,0.2881355881690979,0.5423728823661804,0.4237288236618042,0.508474588394165,0.8886628746986389,102.48453521728516,1.5851035118103027,180.90277099609375,0.9830508232116699,1,0.4033898413181305,0.4033898413181305,-0.09256864339113235,0,0.4067796468734741,1.4338982105255127,1.081499457359314,0.6694915294647217
frequency_mask_003_03,3,frequency_mask,0,0.9994911551475525,-0.03857916593551636,-0.014830974861979485,0.06779661029577255,0.6440678238868713,0.6271186470985413,0.7966101765632629,0.5680453181266785,24.514116287231445,1.2112083435058594,165.17153930664062,1.01694917678833,1,0.43050849437713623,0.43050849437713623,-0.638458251953125,0,0.10169491171836853,1.1593220233917236,1.0414248704910278,0.6525423526763916
channel_dropout_003_04,3,channel_dropout,0,0.9997575283050537,-0.0356631875038147,-0.004804868251085281,0.16949152946472168,0.20338982343673706,0.10169491171836853,0.6610169410705566,0.6767986416816711,691.2774658203125,15.757351875305176,243.83071899414062,0.37288135290145874,1,0.24067796766757965,0.24067796766757965,-0.45329275727272034,0,0.22033898532390594,0.7728814482688904,0.6418845653533936,0.5508474707603455
mild_frequency_mixup_003_05,3,mild_frequency_mixup,0,0.9968157410621643,-0.054266393184661865,-0.1748569905757904,0.0,0.5762711763381958,0.4406779706478119,0.8135592937469482,0.5662215948104858,96.4106674194336,1.1854134798049927,176.0316619873047,0.7288135290145874,1,0.33559322357177734,0.33559322357177734,-0.641563355922699,0,0.0,0.7322034239768982,0.6639471650123596,0.5593220591545105
gaussian_noise_004_00,4,gaussian_noise,1,0.9999475479125977,0.06847333908081055,-1.15512557385955e-06,0.6610169410705566,0.8983050584793091,0.7118644118309021,0.20338982343673706,2.927273988723755,12.185880661010742,1.037846326828003,117.16770935058594,1.8220338821411133,1,0.9050847291946411,0.9050847291946411,3.3784096240997314,0,0.7288135886192322,2.3372881412506104,1.406334400177002,0.8050847053527832
time_shift_004_01,4,time_shift,1,0.9880128502845764,0.03742051124572754,-0.0032519521191716194,0.050847455859184265,0.8813559412956238,0.9322034120559692,0.9152542352676392,0.402112752199173,0.0,6.540350401020023e-13,117.2548828125,1.4237288236618042,1,0.68813556432724,0.68813556432724,-0.9209781289100647,0,0.033898305147886276,1.501694917678833,1.4380637407302856,0.8389830589294434
time_crop_004_02,4,time_crop,1,0.9996475577354431,0.0668836236000061,-2.133026282535866e-05,0.33898305892944336,0.033898305147886276,0.0,0.016949152573943138,13.818593978881836,859.4873046875,2.146937608718872,316.5916442871094,0.35593220591545105,0,0.2135593295097351,0.0,21.92218017578125,1,0.37288135290145874,0.8406779766082764,0.4274633824825287,0.0
frequency_mask_004_03,4,frequency_mask,1,0.9987504482269287,0.06777191162109375,-5.789460556115955e-05,0.22033898532390594,0.8644067645072937,0.2711864411830902,0.9491525292396545,0.36045458912849426,202.61642456054688,1.8623329401016235,119.50563049316406,0.9237288236618042,1,0.37627118825912476,0.37627118825912476,-0.9919061660766602,0,0.23728813230991364,1.1576271057128906,1.128195881843567,0.6864407062530518
channel_dropout_004_04,4,channel_dropout,1,0.9997512102127075,0.06975245475769043,-1.990663804463111e-06,0.4576271176338196,0.10169491171836853,0.050847455859184265,0.9322034120559692,0.37546905875205994,739.2545776367188,16.722583770751953,255.09812927246094,0.5593220591545105,1,0.28135591745376587,0.28135591745376587,-0.9663423299789429,0,0.508474588394165,1.098305106163025,1.0610744953155518,0.6610169410705566
mild_frequency_mixup_004_05,4,mild_frequency_mixup,1,0.9996237754821777,0.06746560335159302,-7.040962373139337e-06,0.35593220591545105,0.9152542352676392,0.33898305892944336,0.9830508232116699,0.3539201319217682,146.8076171875,1.1911394596099854,114.8873519897461,1.1525423526763916,1,0.498305082321167,0.498305082321167,-1.003031849861145,0,0.32203391194343567,1.4271186590194702,1.4150243997573853,0.8135592937469482
gaussian_noise_005_00,5,gaussian_noise,1,0.999973475933075,0.0857648253440857,6.994658008352417e-08,0.9491525292396545,0.9830508232116699,0.7288135886192322,0.11864406615495682,3.303539752960205,12.248842239379883,0.973797082901001,103.46149444580078,2.1694915294647217,1,1.0,1.0,4.019046783447266,1,0.9491525292396545,2.701694965362549,1.5111175775527954,0.0
time_shift_005_01,5,time_shift,1,0.9971027374267578,0.0856175422668457,-1.8552412939243368e-08,0.4237288236618042,0.9661017060279846,0.9661017060279846,0.5254237055778503,0.8774411082267761,0.0,5.323878273996718e-13,103.5767822265625,1.8728814125061035,1,0.9457627534866333,0.9457627534866333,-0.11167503148317337,0,0.33898305892944336,2.0694916248321533,1.5784258842468262,0.8983050584793091
time_crop_005_02,5,time_crop,1,0.9999049305915833,0.08421123027801514,1.4357197208880734e-08,0.8644067645072937,1.0,0.508474588394165,0.38983049988746643,1.7519941329956055,78.36707305908203,1.408950924873352,99.15665435791016,1.8728814125061035,1,0.9322034120559692,0.9322034120559692,1.377355694770813,0,0.8135592937469482,2.249152660369873,1.5629703998565674,0.8813559412956238
frequency_mask_005_03,5,frequency_mask,1,0.9996172785758972,0.08277207612991333,-7.457055062332074e-08,0.5932203531265259,0.9491525292396545,0.6101694703102112,0.5762711763381958,0.749480128288269,38.75175476074219,1.6424669027328491,104.15750885009766,1.6779661178588867,1,0.8372881412506104,0.8372881412506104,-0.3295438587665558,0,0.49152541160583496,1.9118643999099731,1.5068084001541138,0.8559322357177734
channel_dropout_005_04,5,channel_dropout,1,0.9997971653938293,0.08635073900222778,6.72470008566961e-08,0.8135592937469482,0.22033898532390594,0.08474576473236084,0.5423728823661804,0.8438857197761536,697.141845703125,16.26519012451172,236.26162719726562,1.008474588394165,1,0.41694915294647217,0.41694915294647217,-0.16880708932876587,0,0.7118644118309021,1.4728813171386719,1.1358661651611328,0.694915235042572
mild_frequency_mixup_005_05,5,mild_frequency_mixup,1,0.9997708797454834,0.08371710777282715,-1.3264610743135563e-08,0.6440678238868713,0.9322034120559692,0.35593220591545105,0.5593220591545105,0.7866365313529968,133.2061309814453,1.4231644868850708,114.61038970947266,1.4661016464233398,1,0.7423728704452515,0.7423728704452515,-0.2662806510925293,0,0.6610169410705566,1.838983178138733,1.4337835311889648,0.8305084705352783
gaussian_noise_006_00,6,gaussian_noise,0,0.9999575614929199,0.11233991384506226,-0.0,0.9661017060279846,0.18644067645072937,0.7966101765632629,0.22033898532390594,2.9022631645202637,10.89925765991211,1.2141515016555786,244.0644073486328,1.8559322357177734,1,0.9186440706253052,0.9186440706253052,3.3358256816864014,0,0.9830508232116699,2.6830508708953857,1.637115716934204,0.9152542352676392
time_shift_006_01,6,time_shift,0,0.9939907193183899,0.09899115562438965,-0.0,0.4406779706478119,0.16949152946472168,0.9152542352676392,0.8474576473236084,0.5562987923622131,0.0,7.376860081988179e-13,244.33033752441406,1.4406780004501343,1,0.701694905757904,0.701694905757904,-0.6584581136703491,0,0.4237288236618042,1.8135591745376587,1.6752369403839111,0.9491525292396545
time_crop_006_02,6,time_crop,0,0.9997754693031311,0.11409062147140503,-0.0,0.8474576473236084,0.3050847351551056,0.3050847351551056,0.7457627058029175,0.6025820374488831,163.97984313964844,1.2301669120788574,214.27085876464844,1.3050847053527832,1,0.6338983178138733,0.6338983178138733,-0.5796553492546082,0,0.8305084705352783,1.9050847291946411,1.6629129648208618,0.9237288236618042
frequency_mask_006_03,6,frequency_mask,0,0.9995736479759216,0.11131864786148071,-0.0,0.7288135886192322,0.1525423675775528,0.5762711763381958,0.8983050584793091,0.4673110544681549,52.15151596069336,1.8655112981796265,245.31253051757812,1.381355881690979,1,0.6745762825012207,0.6745762825012207,-0.8099703192710876,0,0.6779661178588867,1.8423727750778198,1.7486927509307861,0.9576271176338196
