aug_id,original_local_index,aug_type,label,e_embed_raw,e_proto_raw,e_pred_raw,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,d_band,d_cov_riemann,d_style,e_total,artifact_gate_pass,soft_weight_v1_1,softar_weight_v1_1,artifact_robust_z,extreme_artifact_outlier,content_score_v1_2,e_base_v1_2,e_total_v1_2,softsafe_weight_v1_2
channel_dropout_006_04,6,channel_dropout,0,0.999485969543457,0.10878312587738037,-0.0,0.6779661178588867,0.0,0.033898305147886276,0.8644067645072937,0.5300598740577698,825.515869140625,15.689196586608887,330.4599609375,0.7118644118309021,1,0.3220338821411133,0.3220338821411133,-0.7031329870223999,0,0.6271186470985413,1.1694915294647217,1.0902040004730225,0.6779661178588867
mild_frequency_mixup_006_05,6,mild_frequency_mixup,0,0.9998441338539124,0.11334854364395142,-0.0,0.9322034120559692,0.11864406615495682,0.5423728823661804,0.8813559412956238,0.47333893179893494,61.06570053100586,1.164182186126709,249.05458068847656,1.5338982343673706,1,0.7694915533065796,0.7694915533065796,-0.7997071743011475,0,0.8813559412956238,2.1711864471435547,2.0423872470855713,0.991525411605835
gaussian_noise_007_00,7,gaussian_noise,0,0.999919056892395,0.1276429295539856,-0.0,0.9830508232116699,0.8135592937469482,0.6610169410705566,0.18644067645072937,3.0922696590423584,12.423949241638184,1.8347759246826172,130.93873596191406,2.0508475303649902,1,0.9728813767433167,0.9728813767433167,3.659334421157837,0,0.9661017060279846,2.718644142150879,1.6127550601959229,0.9067796468734741
time_shift_007_01,7,time_shift,0,0.994008481502533,0.1106414794921875,-0.0,0.49152541160583496,0.8305084705352783,0.8474576473236084,0.6779661178588867,0.6482527852058411,0.0,1.5000896575259604e-12,130.87173461914062,1.7542372941970825,1,0.8644067645072937,0.8644067645072937,-0.5018954873085022,0,0.4576271176338196,1.9949153661727905,1.673700213432312,0.9406780004501343
time_crop_007_02,7,time_crop,0,0.9999502897262573,0.1283525824546814,-0.0,1.0,0.7118644118309021,0.32203391194343567,0.47457626461982727,1.234055757522583,147.29083251953125,1.340647578239441,144.94601440429688,1.6779661178588867,1,0.8237287998199463,0.8237287998199463,0.49550390243530273,0,1.0,2.467796802520752,1.8194772005081177,0.9661017060279846
frequency_mask_007_03,7,frequency_mask,0,0.9998006820678711,0.12687158584594727,-0.0,0.9152542352676392,0.7966101765632629,0.6440678238868713,0.9661017060279846,0.35748356580734253,24.135095596313477,1.0655574798583984,131.2589874267578,1.9576271772384644,1,0.9593220353126526,0.9593220353126526,-0.996964693069458,0,0.8983050584793091,2.476271390914917,2.434300661087036,1.0
channel_dropout_007_04,7,channel_dropout,0,0.9995976090431213,0.1268993616104126,-0.0,0.7966101765632629,0.49152541160583496,0.16949152946472168,0.7118644118309021,0.610464870929718,500.20062255859375,16.731935501098633,192.92674255371094,1.2118644714355469,1,0.5389830470085144,0.5389830470085144,-0.5662338733673096,0,0.7457627058029175,1.6728813648223877,1.431873083114624,0.8220338821411133
mild_frequency_mixup_007_05,7,mild_frequency_mixup,0,0.9994192719459534,0.12351435422897339,-0.0,0.694915235042572,0.8474576473236084,0.38983049988746643,1.0,0.27768030762672424,114.37512969970703,2.2259092330932617,126.51283264160156,1.508474588394165,1,0.7559322118759155,0.7559322118759155,-1.1328392028808594,0,0.694915235042572,1.8644068241119385,1.8644068241119385,0.9830508232116699
gaussian_noise_008_00,8,gaussian_noise,0,0.9997975826263428,0.018517494201660156,-4.711987639893778e-05,0.3050847351551056,0.33898305892944336,0.7627118825912476,0.16949152946472168,3.097057819366455,11.371254920959473,1.4477101564407349,211.1297149658203,1.2372881174087524,1,0.5796610116958618,0.5796610116958618,3.6674869060516357,0,0.35593220591545105,1.6949152946472168,0.9910945296287537,0.6271186470985413
time_shift_008_01,8,time_shift,0,0.9977366924285889,0.011698782444000244,-0.0012780502438545227,0.08474576473236084,0.35593220591545105,0.8813559412956238,0.5932203531265259,0.7472742795944214,0.0,9.365840351535648e-13,210.617919921875,1.1440677642822266,1,0.4847458004951477,0.4847458004951477,-0.33329957723617554,0,0.08474576473236084,1.2932204008102417,1.030192494392395,0.6440677642822266
time_crop_008_02,8,time_crop,0,0.9999310970306396,0.02548682689666748,-2.2072326828492805e-06,0.508474588394165,0.47457626461982727,0.4576271176338196,0.49152541160583496,0.997399628162384,92.27989196777344,1.3344409465789795,193.5489501953125,1.2033898830413818,1,0.5254237055778503,0.5254237055778503,0.09256864339113235,0,0.6101694703102112,1.7355930805206299,1.2943406105041504,0.7966101765632629
frequency_mask_008_03,8,frequency_mask,0,0.9995896816253662,0.02042233943939209,-9.289025911130011e-06,0.23728813230991364,0.32203391194343567,0.5593220591545105,0.8305084705352783,0.5622263550758362,58.30997085571289,1.7234573364257812,211.23863220214844,0.9576271176338196,1,0.3898305296897888,0.3898305296897888,-0.6483657360076904,0,0.20338982343673706,1.2491525411605835,1.1432921886444092,0.7118644118309021
channel_dropout_008_04,8,channel_dropout,0,0.9956279397010803,-0.001983165740966797,-0.041050441563129425,0.016949152573943138,0.016949152573943138,0.016949152573943138,0.6101694703102112,0.7258467078208923,829.943115234375,14.987695693969727,316.9087829589844,0.04237288236618042,1,0.20000000298023224,0.20000000298023224,-0.36978256702423096,0,0.016949152573943138,0.1915254294872284,0.1541941910982132,0.5
mild_frequency_mixup_008_05,8,mild_frequency_mixup,0,0.9996360540390015,0.028118669986724854,-1.1825652109109797e-05,0.2711864411830902,0.4406779706478119,0.2881355881690979,0.7627118825912476,0.5875514149665833,172.94955444335938,1.1141291856765747,196.17144775390625,0.7796609997749329,1,0.3491525650024414,0.3491525650024414,-0.6052467823028564,0,0.2881355881690979,1.1491525173187256,1.0128123760223389,0.6355932354927063
gaussian_noise_009_00,9,gaussian_noise,0,0.9999030828475952,0.01500028371810913,1.0710891729104333e-08,0.6271186470985413,0.2542372941970825,0.694915235042572,0.033898305147886276,4.512485027313232,11.793390274047852,1.5638712644577026,214.95974731445312,1.4491524696350098,0,0.7152542471885681,0.0,6.077420234680176,1,0.47457626461982727,1.7203389406204224,0.8893278241157532,0.0
time_shift_009_01,9,time_shift,0,0.9973005056381226,0.012493014335632324,-0.00015758548397570848,0.10169491171836853,0.2881355881690979,0.8644067645072937,0.2711864411830902,2.0386552810668945,0.0,1.2566180734863153e-12,214.942138671875,1.1101694107055664,1,0.4576271176338196,0.4576271176338196,1.8654303550720215,0,0.050847455859184265,1.2559322118759155,0.7982620000839233,0.5762711763381958
time_crop_009_02,9,time_crop,0,0.9996188282966614,0.021233975887298584,-2.3588832846144214e-05,0.2542372941970825,0.08474576473236084,0.06779661029577255,0.0,14.635651588439941,737.5580444335938,1.7735133171081543,256.22900390625,0.3644067943096161,0,0.22711864113807678,0.0,23.313318252563477,1,0.2542372941970825,0.7542372345924377,0.37711861729621887,0.0
frequency_mask_009_03,9,frequency_mask,0,0.999848484992981,0.011700630187988281,-1.317966598435305e-05,0.37288135290145874,0.2711864411830902,0.8305084705352783,0.3050847351551056,1.8876782655715942,3.5678467750549316,0.1964326798915863,214.94407653808594,1.3389830589294434,1,0.6610169410705566,0.6610169410705566,1.6083741188049316,0,0.4406779706478119,1.7593220472335815,1.1480321884155273,0.7203390002250671
channel_dropout_009_04,9,channel_dropout,0,0.9995665550231934,0.017124056816101074,-2.855956154235173e-06,0.20338982343673706,0.050847455859184265,0.1525423675775528,0.32203391194343567,1.856902003288269,554.0120239257812,15.353412628173828,279.98248291015625,0.3813559114933014,1,0.2542372941970825,0.2542372941970825,1.5559738874435425,0,0.1355932205915451,0.6932203769683838,0.4582304060459137,0.5254237055778503
mild_frequency_mixup_009_05,9,mild_frequency_mixup,0,0.9992321729660034,0.006764531135559082,-0.0003883653262164444,0.11864406615495682,0.5254237055778503,0.2542372941970825,0.4237288236618042,1.708886981010437,218.48880004882812,1.2945233583450317,186.44790649414062,0.6355931758880615,1,0.29491525888442993,0.29491525888442993,1.3039606809616089,0,0.11864406615495682,0.7847457528114319,0.5586325526237488,0.5338982939720154
