brier,ece,group,mean_confidence,nll,seed,target_subject,temperature
0.7136807417267389,0.16620126480443612,SWAR_LabelSmoothing_eps005,0.2936931550502777,1.3171495199203491,20,9,1.0
0.7133734110249882,0.162694168691006,SWAR_LabelSmoothing_eps010,0.2937670648097992,1.3167247772216797,20,9,1.0
0.7127686633230645,0.15334701010336474,SWAR_BrierMix_lam005,0.29456964135169983,1.3154404163360596,20,9,1.0
0.7129319653997133,0.16637170573489532,SWAR_BrierMix_lam010,0.29359766840934753,1.3156768083572388,20,9,1.0
0.7132764928842846,0.13174540497776532,ArtifactReject_raw,0.2988101541996002,1.3172078132629395,20,9,1.0
0.7236687803887798,0.12966868860854042,NaiveAug,0.2800534963607788,1.334941029548645,21,9,1.0
0.7281558018437259,0.10192533261660075,SoftWeightArtifactReject_raw,0.2904357612133026,1.3429638147354126,21,9,1.0
0.7450493945838473,0.13807990153630573,SWAR_TempScale_SourceVal,0.2577534317970276,1.3764264583587646,21,9,5.0
0.7279436208959739,0.10287124146189952,SWAR_LabelSmoothing_eps005,0.28948986530303955,1.3426710367202759,21,9,1.0
0.7278929122851143,0.11031629890203476,SWAR_LabelSmoothing_eps010,0.28551703691482544,1.342323660850525,21,9,1.0
0.7278569031694659,0.10512811980313727,SWAR_BrierMix_lam005,0.28723302483558655,1.3422592878341675,21,9,1.0
0.7273169107680536,0.11260049189958307,SWAR_BrierMix_lam010,0.2867051064968109,1.341416835784912,21,9,1.0
0.7255795423846337,0.16500272819151485,ArtifactReject_raw,0.2829139530658722,1.3394721746444702,21,9,1.0
0.7093504538025465,0.11096665801273456,NaiveAug,0.31264448165893555,1.31288743019104,22,9,1.0
0.7087006343404494,0.09215441501388949,SoftWeightArtifactReject_raw,0.29624679684638977,1.3069605827331543,22,9,1.0
0.7353528469600277,0.15530435699555606,SWAR_TempScale_SourceVal,0.26483452320098877,1.3575316667556763,22,9,3.1
0.7083954436545051,0.10013102698657247,SWAR_LabelSmoothing_eps005,0.2957023084163666,1.3063032627105713,22,9,1.0
0.7093488414084568,0.1675170397178994,SWAR_LabelSmoothing_eps010,0.2942885160446167,1.308511734008789,22,9,1.0
0.7077715198415205,0.1357798141737779,SWAR_BrierMix_lam005,0.29824796319007874,1.3059659004211426,22,9,1.0
0.7082337660694489,0.10925550676054425,SWAR_BrierMix_lam010,0.29699450731277466,1.3064643144607544,22,9,1.0
0.7089763090600942,0.10236680787056682,ArtifactReject_raw,0.3038831949234009,1.3095499277114868,22,9,1.0
