acc,artifact_reject_percentile,brier,ece,group,kappa,macro_f1,mean_confidence,n_train,nll,score_variant,seed,source_val_n,subject_wise_std,target_subject,temperature,w_min,worst_subject_acc
0.3888888888888889,10.0,0.7377613085095391,0.11708699497911665,SWAR_LabelSmoothing_eps010,0.1851851851851852,0.2776120340882047,0.2718018591403961,182,1.3622643947601318,artifact_gate_content_rank,22,460,0.05978569138367008,4,1.0,0.2,0.24537037037037038
0.3819444444444444,10.0,0.7380788538007906,0.10910052785442934,SWAR_BrierMix_lam005,0.1759259259259259,0.2755537314464377,0.2728439271450043,182,1.3630213737487793,artifact_gate_content_rank,22,460,0.054004384088899224,4,1.0,0.2,0.2465277777777778
0.3958333333333333,10.0,0.737789088786013,0.12441764709850153,SWAR_BrierMix_lam010,0.19444444444444442,0.3023826679410828,0.27141571044921875,182,1.362267017364502,artifact_gate_content_rank,22,460,0.05355602853255061,4,1.0,0.2,0.2523148148148148
0.3819444444444444,10.0,0.7380208113038544,0.11244677234854962,ArtifactReject_raw,0.1759259259259259,0.3202326344412234,0.26949769258499146,182,1.3625134229660034,artifact_gate_content_rank,22,460,0.053001015935766484,4,1.0,0.2,0.25810185185185186
0.23958333333333334,10.0,0.7510101838175238,0.046476197222040765,NaiveAug,-0.013888888888888876,0.15980878877880633,0.2801858186721802,200,1.38808274269104,artifact_gate_content_rank,20,452,0.05436241396039374,5,1.0,0.2,0.2523148148148148
0.2465277777777778,10.0,0.7517209438421081,0.041233880238400564,SoftWeightArtifactReject_raw,-0.004629629629629613,0.1472736059279942,0.28740057349205017,182,1.3893479108810425,artifact_gate_content_rank,20,452,0.050692871979754625,5,1.0,0.2,0.25115740740740744
0.2534722222222222,10.0,0.749862058112183,0.008608327971564411,SWAR_TempScale_SourceVal,0.004629629629629613,0.1511589631051982,0.2620805501937866,182,1.3859879970550537,artifact_gate_content_rank,20,452,0.05381756226089645,5,3.0,0.2,0.2488425925925926
0.2361111111111111,10.0,0.751281621351397,0.04799001953668064,SWAR_LabelSmoothing_eps005,-0.018518518518518528,0.1412417763157895,0.28410112857818604,182,1.3885250091552734,artifact_gate_content_rank,20,452,0.05222681932196023,5,1.0,0.2,0.2488425925925926
0.2361111111111111,10.0,0.7509163650898673,0.04545601374573178,SWAR_LabelSmoothing_eps010,-0.018518518518518528,0.14293258229185002,0.28156712651252747,182,1.3878393173217773,artifact_gate_content_rank,20,452,0.05978569138367008,5,1.0,0.2,0.24537037037037038
0.2569444444444444,10.0,0.7514583045473915,0.03239522998531659,SWAR_BrierMix_lam005,0.009259259259259226,0.14851255932399582,0.28655004501342773,182,1.388826608657837,artifact_gate_content_rank,20,452,0.054004384088899224,5,1.0,0.2,0.2465277777777778
