acc,brier,ece,group,kappa,macro_f1,mean_confidence,n,nll,target_subject
0.3263888888888889,0.7388763608381398,0.05659021475110892,ArtifactReject_raw,0.10185185185185182,0.29611630903482866,0.2697986662387848,3,1.3635538419087727,1
0.33101851851851855,0.7391760165806209,0.05698429524070688,NaiveAug,0.10802469135802471,0.27856419382750947,0.27403422196706134,3,1.3642021020253499,1
0.34490740740740744,0.737761407629959,0.0711702598189866,SWAR_BrierMix_lam005,0.12654320987654322,0.27813743432411725,0.2737371325492859,3,1.3616122802098591,1
0.3483796296296296,0.7377411102604539,0.0764480264926398,SWAR_BrierMix_lam010,0.13117283950617284,0.2898386350829211,0.2724101146062215,3,1.3615449666976929,1
0.35300925925925924,0.7377387824672343,0.08097322588717497,SWAR_LabelSmoothing_eps005,0.13734567901234568,0.2970589601646901,0.2725016077359517,3,1.3615403572718303,1
0.35648148148148145,0.737856430492028,0.08479954047059572,SWAR_LabelSmoothing_eps010,0.1419753086419753,0.299456373725139,0.2720996042092641,3,1.3617629210154216,1
0.34953703703703703,0.7437281751897485,0.08894506676329507,SWAR_TempScale_SourceVal,0.13271604938271606,0.28696315481554396,0.260591983795166,3,1.3737456798553467,1
0.3414351851851851,0.7376867810872939,0.06842867136691456,SoftWeightArtifactReject_raw,0.12191358024691357,0.2829385609925133,0.2734864254792531,3,1.3614339431126912,1
0.25810185185185186,0.7707714876717588,0.06484977452567331,ArtifactReject_raw,0.010802469135802456,0.16777714753990372,0.32295161485671997,3,1.4314452012379963,2
0.2604166666666667,0.7715346705323626,0.07860729964105068,NaiveAug,0.013888888888888888,0.15741907634435728,0.32831090688705444,3,1.4328466256459553,2
0.2465277777777778,0.7708311366729289,0.07363180802376183,SWAR_BrierMix_lam005,-0.004629629629629626,0.17455097075943737,0.3201595942179362,3,1.4333637555440266,2
0.2523148148148148,0.7716692152728598,0.07033696339500171,SWAR_BrierMix_lam010,0.0030864197530864348,0.1719594119399169,0.32265177369117737,3,1.4354685544967651,2
0.2488425925925926,0.7710592799055846,0.06951446503538776,SWAR_LabelSmoothing_eps005,-0.0015432098765432044,0.17952780025844375,0.31835706035296124,3,1.43491530418396,2
0.24537037037037038,0.7698292053942067,0.07005939001424445,SWAR_LabelSmoothing_eps010,-0.00617283950617283,0.17381090345815428,0.3154297471046448,3,1.4320613940556843,2
0.2488425925925926,0.7677656175279229,0.05854025586611694,SWAR_TempScale_SourceVal,-0.001543209876543217,0.17609171196887177,0.30738284190495807,3,1.4287440379460652,2
0.25115740740740744,0.7699131234156762,0.06562175991496555,SoftWeightArtifactReject_raw,0.0015432098765432295,0.17835558100155838,0.3167791763941447,3,1.4315657218297322,2
0.35648148148148145,0.7305342384363817,0.07181215258660141,ArtifactReject_raw,0.14197530864197536,0.30890866924848864,0.28559638063112897,3,1.3488853772481282,3
0.3645833333333333,0.7309744491029484,0.08473381086218136,NaiveAug,0.15277777777777776,0.29854072685626104,0.2923407057921092,3,1.350252350171407,3
0.3530092592592593,0.7303222176004743,0.07815335632336361,SWAR_BrierMix_lam005,0.1373456790123457,0.3051128921211699,0.2872346142927806,3,1.348368763923645,3
0.3449074074074074,0.7302033238898405,0.06741337602337201,SWAR_BrierMix_lam010,0.1265432098765432,0.2958587951755787,0.2867254614830017,3,1.3480605681737263,3
0.3391203703703704,0.7300943591452888,0.07175684875498214,SWAR_LabelSmoothing_eps005,0.11882716049382715,0.28589496014153565,0.28690509001413983,3,1.3479479948679607,3
0.36574074074074076,0.7300556112080535,0.0809169374751272,SWAR_LabelSmoothing_eps010,0.15432098765432098,0.3214705015866746,0.28482380509376526,3,1.3478763500849407,3
0.3483796296296296,0.7419439650597828,0.08559428193364983,SWAR_TempScale_SourceVal,0.13117283950617284,0.2961753717195466,0.26348642508188885,3,1.3703796863555908,3
0.3518518518518518,0.7302449328580858,0.0659865471706898,SoftWeightArtifactReject_raw,0.13580246913580246,0.3019144884425726,0.2867998282114665,3,1.3481767972310383,3
0.38773148148148145,0.736550494677009,0.11979511411239702,ArtifactReject_raw,0.18364197530864199,0.36267015711099954,0.2679363787174225,3,1.3592548767725627,4
0.35185185185185186,0.7368298413764064,0.08615231203536193,NaiveAug,0.1358024691358025,0.2770751736969628,0.274631788333257,3,1.3599011898040771,4
0.38078703703703703,0.7361758122538763,0.11071401765501059,SWAR_BrierMix_lam005,0.1743827160493827,0.3017869003591559,0.270073006550471,3,1.3587146202723186,4
0.3819444444444444,0.7360097860816354,0.11215301071880042,SWAR_BrierMix_lam010,0.17592592592592593,0.3078637108948444,0.2697914441426595,3,1.3583227793375652,4
0.38310185185185186,0.736024632205682,0.11361179676734738,SWAR_LabelSmoothing_eps005,0.17746913580246915,0.30955293637289333,0.2694900532563527,3,1.3583833773930867,4
0.3854166666666667,0.7360735699988891,0.11579870950016709,SWAR_LabelSmoothing_eps010,0.18055555555555558,0.3082862634509762,0.2696179648240407,3,1.3585297266642253,4
0.3773148148148148,0.7427574737624459,0.11768142589264446,SWAR_TempScale_SourceVal,0.16975308641975306,0.2914833067806572,0.2596333920955658,3,1.3717985550562541,4
0.38310185185185186,0.7357862423184897,0.11246479630332301,SoftWeightArtifactReject_raw,0.17746913580246915,0.2956236669005798,0.27063706517219543,3,1.3579480250676472,4
0.27199074074074076,0.7499154097991633,0.027429229338411937,ArtifactReject_raw,0.029320987654320996,0.20396753464333925,0.26904600858688354,3,1.3861931959788005,5
0.2523148148148148,0.7506208552891391,0.028603756351879357,NaiveAug,0.0030864197530864335,0.18102730524365396,0.2747946282227834,3,1.3875579039255779,5
0.26851851851851855,0.750745756649292,0.01781387875477473,SWAR_BrierMix_lam005,0.024691358024691343,0.1884563726913108,0.2754538953304291,3,1.3878284295399983,5
0.27199074074074076,0.7508887049208303,0.022239810097272744,SWAR_BrierMix_lam010,0.029320987654320983,0.1968251213207374,0.2750523289044698,3,1.3881721496582031,5
0.2673611111111111,0.7506622751563414,0.02815484283147035,SWAR_LabelSmoothing_eps005,0.02314814814814814,0.19609829336112614,0.27382447322209674,3,1.3876783847808838,5
0.2569444444444444,0.7504858005769335,0.01864025531405653,SWAR_LabelSmoothing_eps010,0.00925925925925925,0.18019792121829412,0.27324644724527997,3,1.3873174985249836,5
0.26851851851851855,0.7498648701629111,0.01676044088822824,SWAR_TempScale_SourceVal,0.024691358024691343,0.18426903651078316,0.25749696294466656,3,1.3860244353612263,5
0.2638888888888889,0.7507960988768803,0.02053995844390657,SoftWeightArtifactReject_raw,0.018518518518518528,0.18960920222638725,0.275031179189682,3,1.3879193464914958,5
0.2800925925925926,0.7465588941061596,0.03479931017176974,ArtifactReject_raw,0.04012345679012346,0.23856636663154815,0.28939775625864667,3,1.378949244817098,6
0.26851851851851855,0.7466982184035741,0.04603297780785296,NaiveAug,0.024691358024691346,0.1971862975943179,0.29084840416908264,3,1.3790144125620525,6
0.2847222222222222,0.7461311284358692,0.03228470210537867,SWAR_BrierMix_lam005,0.04629629629629628,0.22479881657781772,0.29059337576230365,3,1.3781131505966187,6
0.2708333333333333,0.7461373506766608,0.030263025727536957,SWAR_BrierMix_lam010,0.02777777777777779,0.22410074327364052,0.2894606987635295,3,1.3781267404556274,6
0.2777777777777778,0.745755279633074,0.027919984767558397,SWAR_LabelSmoothing_eps005,0.03703703703703704,0.23458450800712857,0.2879589299360911,3,1.377451777458191,6
0.2835648148148148,0.7456133938803694,0.027550996315700054,SWAR_LabelSmoothing_eps010,0.0447530864197531,0.23236760825325745,0.28559109568595886,3,1.3771872917811077,6
0.2708333333333333,0.7457920213337172,0.03475558147248294,SWAR_TempScale_SourceVal,0.02777777777777778,0.2138260597819851,0.2829420864582062,3,1.3775763511657715,6
0.28587962962962965,0.7461201007666194,0.03351295497958307,SoftWeightArtifactReject_raw,0.04783950617283952,0.23042035465390373,0.2893846233685811,3,1.378225286801656,6
0.30902777777777785,0.7421363908262782,0.06208511669602659,ArtifactReject_raw,0.07870370370370372,0.2203941910910093,0.2807861963907878,3,1.3713263273239136,7
0.29861111111111116,0.7419582748993244,0.07354359528808684,NaiveAug,0.06481481481481484,0.20640066462792417,0.282266765832901,3,1.3709568579991658,7
0.2974537037037037,0.741735610515086,0.06329604272765142,SWAR_BrierMix_lam005,0.06327160493827161,0.2011391111607361,0.28395748138427734,3,1.37043293317159,7
0.2951388888888889,0.7419201566776259,0.06464556966804795,SWAR_BrierMix_lam010,0.060185185185185196,0.19708510266853352,0.2845626175403595,3,1.3707855145136516,7
0.30092592592592593,0.7417050590719755,0.05559802900447889,SWAR_LabelSmoothing_eps005,0.06790123456790122,0.2077280753593639,0.2828918695449829,3,1.3703676064809163,7
0.2997685185185185,0.7416143761591861,0.052394130681123995,SWAR_LabelSmoothing_eps010,0.06635802469135801,0.21335057823523762,0.2806752721468608,3,1.3701558113098145,7
