acc,brier,ece,group,kappa,macro_f1,mean_confidence,n,nll,target_subject
0.2986111111111111,0.7455369896622424,0.03404590590960449,SWAR_TempScale_SourceVal,0.06481481481481481,0.20536517287658287,0.26456519961357117,3,1.377564827601115,7
0.29629629629629634,0.7417578917658885,0.053832615380761804,SoftWeightArtifactReject_raw,0.0617283950617284,0.2051888019568051,0.28295668959617615,3,1.3704392910003662,7
0.3414351851851852,0.7375769971076748,0.059280276264029534,ArtifactReject_raw,0.12191358024691357,0.2693604848746051,0.2850193878014882,3,1.3616267045338948,8
0.3159722222222222,0.7387288992218283,0.03832845672689104,NaiveAug,0.08796296296296298,0.23649273607041388,0.29385992884635925,3,1.3639259735743205,8
0.34259259259259256,0.7380883689600836,0.06000265051369313,SWAR_BrierMix_lam005,0.12345679012345678,0.27753044752100925,0.28607675433158875,3,1.362055500348409,8
0.3460648148148148,0.7382147814555434,0.06777094245922786,SWAR_BrierMix_lam010,0.1280864197530864,0.28311861929277254,0.2858058412869771,3,1.3622080485026042,8
0.3333333333333333,0.7381472773519233,0.04843557336264187,SWAR_LabelSmoothing_eps005,0.11111111111111112,0.26052886692989863,0.2860754430294037,3,1.3621260325113933,8
0.33101851851851855,0.7384330158728655,0.0479332598409167,SWAR_LabelSmoothing_eps010,0.10802469135802469,0.26139946214420307,0.285948246717453,3,1.3626749118169148,8
0.3333333333333333,0.7449566710060535,0.07113503478467466,SWAR_TempScale_SourceVal,0.11111111111111112,0.2519288219654991,0.2621982991695404,3,1.3762051264444988,8
0.33217592592592593,0.7383883500086319,0.04511914360854361,SoftWeightArtifactReject_raw,0.1095679012345679,0.2509067221360486,0.28737400968869525,3,1.3626370827356975,8
0.42824074074074076,0.7159441147763376,0.133038313679949,ArtifactReject_raw,0.23765432098765435,0.33578463686236776,0.29520243406295776,3,1.322076638539632,9
0.4305555555555556,0.7159879395734396,0.13398838505424837,NaiveAug,0.24074074074074073,0.34427168897392774,0.2971065839131673,3,1.322932521502177,9
0.42476851851851855,0.7161323621113503,0.13141831469342666,SWAR_BrierMix_lam005,0.2330246913580247,0.3446198117664882,0.293350209792455,3,1.3212218681971233,9
0.4212962962962963,0.7161608807457386,0.12940923479834088,SWAR_BrierMix_lam010,0.22839506172839508,0.3345595404199965,0.29243242740631104,3,1.3211859862009685,9
0.41550925925925924,0.7166732687590726,0.12306784441763603,SWAR_LabelSmoothing_eps005,0.220679012345679,0.3303655529343495,0.2929617762565613,3,1.3220412731170654,9
0.4375,0.716871721572853,0.14684250243698005,SWAR_LabelSmoothing_eps010,0.25,0.3510628497203405,0.29119087258974713,3,1.3225200573603313,9
0.4224537037037037,0.7401176690288475,0.1613191061273769,SWAR_TempScale_SourceVal,0.2299382716049383,0.3356862184660092,0.2611345946788788,3,1.366816798845927,9
0.40972222222222227,0.7164803655930244,0.1170431176821391,SoftWeightArtifactReject_raw,0.212962962962963,0.3214669658399995,0.2936739424864451,3,1.3216743469238281,9
