aug_id,original_local_index,aug_type,label,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,sas_score
clean_000_00,0,clean,1,0.40816327929496765,0.10204081982374191,0.5102040767669678,0.4693877696990967,271.1405334472656,0.44183674454689026
clean_000_01,0,clean,1,0.6938775777816772,0.9387755393981934,0.9591836929321289,0.36734694242477417,290.4575500488281,0.514285683631897
bad_artifact_000_02,0,bad_artifact,1,1.0,0.26530611515045166,0.6938775777816772,0.08163265138864517,2013.6112060546875,0.4948979616165161
bad_content_000_03,0,bad_content,1,0.5306122303009033,0.4693877696990967,0.3469387888908386,0.9795918464660645,0.08923918008804321,0.777550995349884
bad_physio_000_04,0,bad_physio,1,0.4285714328289032,0.6122449040412903,0.4693877696990967,0.8979591727256775,0.29888391494750977,0.686734676361084
clean_001_00,1,clean,0,0.08163265138864517,0.0,0.3877550959587097,0.22448979318141937,303.9799499511719,0.16020408272743225
clean_001_01,1,clean,0,0.10204081982374191,0.9591836929321289,0.8775510191917419,0.20408163964748383,327.1369323730469,0.15816327929496765
bad_artifact_001_02,1,bad_artifact,0,0.9387755393981934,0.20408163964748383,0.6530612111091614,0.18367347121238708,500.4173889160156,0.5234693884849548
bad_content_001_03,1,bad_content,0,0.4693877696990967,0.5102040767669678,0.30612245202064514,0.918367326259613,0.25966280698776245,0.7163265347480774
bad_physio_001_04,1,bad_physio,0,0.0,0.7346938848495483,0.12244898080825806,0.6734693646430969,1.474950909614563,0.37040814757347107
clean_002_00,2,clean,0,0.5918367505073547,0.8367347121238708,0.8367347121238708,0.26530611515045166,303.5110168457031,0.41224488615989685
clean_002_01,2,clean,0,0.2857142984867096,0.7755101919174194,0.795918345451355,0.3877550959587097,290.36041259765625,0.34183675050735474
bad_artifact_002_02,2,bad_artifact,0,0.8775510191917419,0.22448979318141937,0.5918367505073547,0.12244898080825806,928.884521484375,0.4622448682785034
bad_content_002_03,2,bad_content,0,0.5510203838348389,0.3877550959587097,0.20408163964748383,0.9591836929321289,0.1298113912343979,0.7755101919174194
bad_physio_002_04,2,bad_physio,0,0.6122449040412903,0.5714285969734192,0.10204081982374191,0.795918345451355,0.5592378377914429,0.7132652997970581
clean_003_00,3,clean,1,0.22448979318141937,0.918367326259613,0.9387755393981934,0.5306122303009033,251.7278594970703,0.3928571343421936
