auc_clean_positive,bad_mean,bad_type,clean_mean,clean_minus_bad,clean_type,component,direction_maybe_wrong,inverted_auc,n,score_key
0.9999969135802469,0.08030209029524553,bad_content,0.6000620734250104,0.5197599831297649,clean,content,False,3.0864197531066395e-06,3240,content_score
1.0,0.05307262579444796,bad_artifact,0.4551789782665394,0.4021063524720915,clean,artifact_safe,False,0.0,3240,artifact_safe_score
0.6345891632373114,0.5337885396348105,bad_physio,0.5607490174546493,0.02696047781983879,clean,physio,False,0.3654108367626886,3240,physio_score
0.5260202331961591,0.5378853724363984,bad_style,0.5473556804141305,0.009470307977732073,clean,style,False,0.4739797668038409,3240,style_score
