aug_id,original_local_index,aug_type,label,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,sas_score,artifact_gate_pass,score_artifact_gate_physio,component_gated_v1,component_gated_v1_soft
clean_000_00,0,clean,0,0.6938775777816772,0.020408162847161293,0.36734694242477417,0.4693877696990967,256.4039306640625,0.5704081654548645,1,0.36734694242477417,0.22448979318141937,0.1291961669921875
clean_000_01,0,clean,0,0.5714285969734192,0.10204081982374191,0.3469387888908386,0.22448979318141937,302.42803955078125,0.38061225414276123,1,0.3469387888908386,0.2448979616165161,0.09296126663684845
bad_artifact_000_02,0,bad_artifact,0,0.9795918464660645,0.26530611515045166,0.5918367505073547,0.10204081982374191,1561.970458984375,0.4969387650489807,1,0.5918367505073547,0.5510203838348389,0.15518534183502197
bad_content_000_03,0,bad_content,0,0.6122449040412903,0.44897958636283875,0.10204081982374191,0.8775510191917419,0.03387007117271423,0.7581632733345032,1,0.10204081982374191,0.1428571492433548,0.12886297702789307
bad_physio_000_04,0,bad_physio,0,0.16326530277729034,0.7346938848495483,0.40816327929496765,0.7755101919174194,0.7216168642044067,0.5,1,0.40816327929496765,0.4897959232330322,0.40183258056640625
clean_001_00,1,clean,1,0.5510203838348389,0.8571428656578064,0.9387755393981934,0.4285714328289032,260.72320556640625,0.48367345333099365,1,0.9387755393981934,0.918367326259613,0.49854227900505066
clean_001_01,1,clean,1,0.2448979616165161,0.06122449040412903,0.4897959232330322,0.3469387888908386,267.140869140625,0.30102041363716125,1,0.4897959232330322,0.3877550959587097,0.18517285585403442
bad_artifact_001_02,1,bad_artifact,1,1.0,0.3265306055545807,0.6938775777816772,0.08163265138864517,1803.9273681640625,0.4948979616165161,0,0.0,0.0,0.19491878151893616
bad_content_001_03,1,bad_content,1,0.6530612111091614,0.5306122303009033,0.3265306055545807,0.9795918464660645,0.012519283220171928,0.8326530456542969,1,0.3265306055545807,0.36734694242477417,0.3613494336605072
bad_physio_001_04,1,bad_physio,1,0.1428571492433548,0.7142857313156128,0.4285714328289032,0.7346938848495483,0.8502568006515503,0.4683673679828644,1,0.4285714328289032,0.5102040767669678,0.40191587805747986
clean_002_00,2,clean,0,0.36734694242477417,0.8163265585899353,0.9795918464660645,0.2857142984867096,270.7210693359375,0.3224489688873291,1,0.9795918464660645,0.9591836929321289,0.4110787510871887
clean_002_01,2,clean,0,0.2857142984867096,0.8367347121238708,1.0,0.5714285969734192,227.34963989257812,0.44285714626312256,1,1.0,1.0,0.6571428775787354
bad_artifact_002_02,2,bad_artifact,0,0.8979591727256775,0.18367347121238708,0.7346938848495483,0.0,5718.58349609375,0.4040816128253937,0,0.0,0.0,0.1428571492433548
bad_content_002_03,2,bad_content,0,0.7755101919174194,0.5102040767669678,0.30612245202064514,0.918367326259613,0.023174315690994263,0.8540816307067871,1,0.30612245202064514,0.30612245202064514,0.28613078594207764
bad_physio_002_04,2,bad_physio,0,0.020408162847161293,0.6122449040412903,0.5306122303009033,0.6938775777816772,0.9501482248306274,0.3908163607120514,1,0.5306122303009033,0.6530612111091614,0.49312785267829895
clean_003_00,3,clean,1,0.10204081982374191,1.0,0.8367347121238708,0.30612245202064514,270.4003601074219,0.2142857313156128,1,0.8367347121238708,0.8571428656578064,0.3813410997390747
clean_003_01,3,clean,1,0.06122449040412903,0.08163265138864517,0.5102040767669678,0.2448979616165161,298.7099304199219,0.16224490106105804,1,0.5102040767669678,0.40816327929496765,0.16159933805465698
bad_artifact_003_02,3,bad_artifact,1,0.8775510191917419,0.20408163964748383,0.6122449040412903,0.1428571492433548,837.4960327148438,0.4734693765640259,1,0.6122449040412903,0.5714285969734192,0.1795918494462967
bad_content_003_03,3,bad_content,1,0.5102040767669678,0.4897959232330322,0.1428571492433548,1.0,0.0006190183339640498,0.7795918583869934,1,0.1428571492433548,0.18367347121238708,0.18367347121238708
bad_physio_003_04,3,bad_physio,1,0.6734693646430969,0.795918345451355,0.4693877696990967,0.795918345451355,0.42007511854171753,0.7408163547515869,1,0.4693877696990967,0.6122449040412903,0.5122865438461304
clean_004_00,4,clean,0,0.4285714328289032,0.918367326259613,0.9591836929321289,0.5102040767669678,239.25244140625,0.47346940636634827,1,0.9591836929321289,0.9795918464660645,0.5957518219947815
clean_004_01,4,clean,0,0.22448979318141937,0.9591836929321289,0.918367326259613,0.40816327929496765,264.6838684082031,0.3255102038383484,1,0.918367326259613,0.9387755393981934,0.49429407715797424
bad_artifact_004_02,4,bad_artifact,0,0.9591836929321289,0.30612245202064514,0.6734693646430969,0.18367347121238708,429.2081298828125,0.5326530337333679,1,0.6734693646430969,0.6938775777816772,0.2407330423593521
bad_content_004_03,4,bad_content,0,0.6326530575752258,0.4693877696990967,0.08163265138864517,0.8571428656578064,0.03443862870335579,0.7561224699020386,1,0.08163265138864517,0.12244898080825806,0.10845481604337692
bad_physio_004_04,4,bad_physio,0,0.795918345451355,0.6938775777816772,0.2448979616165161,0.7551020383834839,0.8362486362457275,0.7734693288803101,1,0.2448979616165161,0.2857142984867096,0.22973760962486267
clean_005_00,5,clean,1,0.30612245202064514,0.8979591727256775,0.8979591727256775,0.3265306055545807,267.4674377441406,0.3173469305038452,1,0.8979591727256775,0.8979591727256775,0.41416075825691223
clean_005_01,5,clean,1,0.3469387888908386,0.8775510191917419,0.8163265585899353,0.44897958636283875,259.6414489746094,0.4030612111091614,1,0.8163265585899353,0.8163265585899353,0.45647647976875305
bad_artifact_005_02,5,bad_artifact,1,0.8163265585899353,0.3469387888908386,0.5714285969734192,0.12244898080825806,924.2881469726562,0.4346938729286194,1,0.5714285969734192,0.5918367505073547,0.1763431876897812
bad_content_005_03,5,bad_content,1,0.7346938848495483,0.36734694242477417,0.040816325694322586,0.9387755393981934,0.021052410826086998,0.8469387888908386,1,0.040816325694322586,0.040816325694322586,0.038817159831523895
bad_physio_005_04,5,bad_physio,1,0.3877550959587097,0.6734693646430969,0.26530611515045166,0.6734693646430969,1.0163785219192505,0.5448979139328003,1,0.26530611515045166,0.3265306055545807,0.24123281240463257
clean_006_00,6,clean,0,0.3265306055545807,0.0,0.18367347121238708,0.36734694242477417,266.7960205078125,0.3489795923233032,1,0.18367347121238708,0.06122449040412903,0.030237404629588127
clean_006_01,6,clean,0,0.5306122303009033,0.6530612111091614,0.7551020383834839,0.26530611515045166,284.1254577636719,0.38469386100769043,1,0.7551020383834839,0.7551020383834839,0.311286985874176
bad_artifact_006_02,6,bad_artifact,0,0.8367347121238708,0.16326530277729034,0.7142857313156128,0.040816325694322586,4148.82666015625,0.3989796042442322,0,0.0,0.0,0.15668471157550812
bad_content_006_03,6,bad_content,0,0.20408163964748383,0.22448979318141937,0.0,0.8367347121238708,0.06681276112794876,0.5520408153533936,1,0.0,0.0,0.0
bad_physio_006_04,6,bad_physio,0,0.18367347121238708,0.5918367505073547,0.16326530277729034,0.6326530575752258,1.37912118434906,0.4306122660636902,1,0.16326530277729034,0.20408163964748383,0.14410662651062012
clean_007_00,7,clean,0,0.7142857313156128,0.12244898080825806,0.44897958636283875,0.5306122303009033,231.46624755859375,0.6132652759552002,1,0.44897958636283875,0.3469387888908386,0.21665972471237183
clean_007_01,7,clean,0,0.12244898080825806,0.7755101919174194,0.8775510191917419,0.3877550959587097,265.5837707519531,0.26836735010147095,1,0.8775510191917419,0.8367347121238708,0.42690545320510864
bad_artifact_007_02,7,bad_artifact,0,0.7551020383834839,0.2448979616165161,0.6530612111091614,0.06122449040412903,2187.764892578125,0.37346938252449036,0,0.0,0.0,0.1575177013874054
bad_content_007_03,7,bad_content,0,0.44897958636283875,0.3877550959587097,0.12244898080825806,0.8979591727256775,0.02682223543524742,0.6959183812141418,1,0.12244898080825806,0.16326530277729034,0.14993752539157867
bad_physio_007_04,7,bad_physio,0,0.918367326259613,0.5714285969734192,0.3877550959587097,0.7142857313156128,0.9462652206420898,0.8061224222183228,1,0.3877550959587097,0.44897958636283875,0.346355676651001
clean_008_00,8,clean,1,0.26530611515045166,0.040816325694322586,0.22448979318141937,0.20408163964748383,328.0310363769531,0.23163264989852905,1,0.22448979318141937,0.10204081982374191,0.03706789389252663
clean_008_01,8,clean,1,0.40816327929496765,0.6326530575752258,0.795918345451355,0.5510203838348389,229.36578369140625,0.48673468828201294,1,0.795918345451355,0.7755101919174194,0.4969595968723297
bad_artifact_008_02,8,bad_artifact,1,0.8571428656578064,0.1428571492433548,0.6326530575752258,0.020408162847161293,5654.78369140625,0.3969387710094452,0,0.0,0.0,0.11478550732135773
bad_content_008_03,8,bad_content,1,0.5918367505073547,0.4285714328289032,0.020408162847161293,0.9591836929321289,0.018643202260136604,0.7938776016235352,1,0.020408162847161293,0.020408162847161293,0.01974177360534668
bad_physio_008_04,8,bad_physio,1,0.0,0.5510203838348389,0.20408163964748383,0.6530612111091614,1.3638343811035156,0.359183669090271,1,0.20408163964748383,0.26530611515045166,0.19167011976242065
clean_009_00,9,clean,1,0.040816325694322586,0.9795918464660645,0.8571428656578064,0.4897959232330322,246.31263732910156,0.2877551019191742,1,0.8571428656578064,0.8775510191917419,0.5193669199943542
clean_009_01,9,clean,1,0.08163265138864517,0.9387755393981934,0.7755101919174194,0.5918367505073547,225.3973388671875,0.36224493384361267,1,0.7755101919174194,0.795918345451355,0.536026656627655
bad_artifact_009_02,9,bad_artifact,1,0.9387755393981934,0.2857142984867096,0.5510203838348389,0.16326530277729034,512.1822509765625,0.5122449398040771,1,0.5510203838348389,0.4693877696990967,0.15518534183502197
bad_content_009_03,9,bad_content,1,0.4693877696990967,0.40816327929496765,0.06122449040412903,0.8163265585899353,0.3648335337638855,0.6602041125297546,1,0.06122449040412903,0.08163265138864517,0.06963764876127243
bad_physio_009_04,9,bad_physio,1,0.4897959232330322,0.7551020383834839,0.2857142984867096,0.6122449040412903,1.938315510749817,0.5571428537368774,1,0.2857142984867096,0.4285714328289032,0.29562681913375854
