acc,brier,ece,group,kappa,macro_f1,mean_confidence,n,nll,target_subject
0.32986111111111105,0.7388078811561452,0.058877339400351045,ArtifactReject_raw_diagnostic,0.10648148148148147,0.28946700936042935,0.2715026617050171,5,1.3635170459747314,1
0.3159722222222222,0.738952136901143,0.04342066713919242,NaiveAug,0.08796296296296298,0.25635256187995015,0.2759931325912476,5,1.3638784170150757,1
0.3368055555555555,0.7378590691396572,0.06458682862834798,SASCert_SoftAR_LS010,0.11574074074074074,0.28613858643113355,0.27293949127197265,5,1.3617954492568969,1
0.2555555555555556,0.7685017245677657,0.07027952642076545,ArtifactReject_raw_diagnostic,0.007407407407407409,0.18732658385755285,0.31211166381835936,5,1.4239417791366578,2
0.25069444444444444,0.7710447619763573,0.06869739743156564,NaiveAug,0.0009259259259259304,0.16091810090182418,0.3188683450222015,5,1.4271647453308105,2
0.2548611111111111,0.771459230328263,0.07044432459192145,SASCert_SoftAR_LS010,0.0064814814814814796,0.18509265242741185,0.31616958379745486,5,1.4300304174423217,2
0.3402777777777778,0.7284293367374798,0.05650233417335483,ArtifactReject_raw_diagnostic,0.12037037037037039,0.28703141929290144,0.28702468872070314,5,1.3449980020523071,3
0.3458333333333333,0.7295887386556105,0.07858421903931431,NaiveAug,0.1277777777777778,0.27028987281953165,0.29582991600036623,5,1.347744846343994,3
0.34652777777777777,0.7280560202399465,0.06631170745111173,SASCert_SoftAR_LS010,0.1287037037037037,0.29227037069759226,0.2873651683330536,5,1.3442787408828736,3
0.3881944444444444,0.736652214120054,0.11980331738789878,ArtifactReject_raw_diagnostic,0.18425925925925926,0.36626186543534367,0.26839113235473633,5,1.3594006776809693,4
0.3326388888888888,0.7370467002955563,0.06898114828185904,NaiveAug,0.11018518518518516,0.26524480572039644,0.2760528206825256,5,1.3601018190383911,4
0.3770833333333333,0.7358955336878664,0.1073658043725623,SASCert_SoftAR_LS010,0.16944444444444445,0.32488256826965,0.2697175323963165,5,1.3579545974731446,4
0.26527777777777783,0.7495138687059717,0.02373518854793575,ArtifactReject_raw_diagnostic,0.020370370370370372,0.2068838623127598,0.2688044309616089,5,1.3853578329086305,5
0.24652777777777776,0.7504301123807673,0.03357802468041579,NaiveAug,-0.004629629629629643,0.16979323513419725,0.27689979672431947,5,1.3871548175811768,5
0.2583333333333333,0.7502259321245095,0.025824836124148636,SASCert_SoftAR_LS010,0.011111111111111113,0.18485274853798223,0.2743405520915985,5,1.3867212057113647,5
0.28125,0.7455406193435287,0.029696382209658628,ArtifactReject_raw_diagnostic,0.04166666666666666,0.2403818714243413,0.2854771435260773,5,1.3768361330032348,6
0.27152777777777776,0.7463388988878464,0.03627989482548503,NaiveAug,0.028703703703703703,0.21484103952476322,0.2898632764816284,5,1.3781765937805175,6
0.2881944444444445,0.744985649804464,0.03796162131345934,SASCert_SoftAR_LS010,0.050925925925925944,0.2474334609035898,0.2832304537296295,5,1.3758554697036742,6
0.3055555555555555,0.7411497399535534,0.06618910620195997,ArtifactReject_raw_diagnostic,0.07407407407407407,0.21581191105684056,0.28312371373176576,5,1.3696495294570923,7
0.2930555555555555,0.7418388758742525,0.07788386992696258,NaiveAug,0.05740740740740739,0.18728301148103482,0.2906161963939667,5,1.371173357963562,7
0.2958333333333333,0.7410996244571824,0.055528200024531946,SASCert_SoftAR_LS010,0.06111111111111113,0.19809069610320904,0.28895455598831177,5,1.3696347951889039,7
0.3333333333333333,0.7368712685493811,0.05075261110646858,ArtifactReject_raw_diagnostic,0.11111111111111109,0.2572505776864437,0.2846461296081543,5,1.3602066040039062,8
0.3180555555555556,0.7369989944620563,0.04368794030613369,NaiveAug,0.09074074074074072,0.2466922017734418,0.2896608829498291,5,1.3608272075653076,8
0.33125,0.7379593658500865,0.04710813083996375,SASCert_SoftAR_LS010,0.10833333333333335,0.26090589227480315,0.2842076778411865,5,1.3617303371429443,8
0.44305555555555554,0.7162783213610477,0.1513444950390193,ArtifactReject_raw_diagnostic,0.2574074074074074,0.3680506272703773,0.29171106219291687,5,1.3220561742782593,9
0.43263888888888885,0.7160928792025931,0.1361955152824521,NaiveAug,0.24351851851851852,0.35587378334690406,0.297082382440567,5,1.3226244926452637,9
0.4409722222222222,0.7172935910661856,0.15299206661681336,SASCert_SoftAR_LS010,0.25462962962962965,0.36082135722548625,0.2886070549488068,5,1.322666549682617,9
