acc,artifact_reject_percentile,brier,ece,group,kappa,label_smoothing,macro_f1,mean_confidence,n_train,nll,score_variant,seed,subject_wise_std,target_subject,w_min,worst_subject_acc
0.3368055555555556,10.0,0.7372719401428554,0.05702737832648887,NaiveAug,0.11574074074074077,0.0,0.2769888552771209,0.2797781825065613,200,1.3602652549743652,artifact_gate_content_rank,20,0.053973861951572284,1,0.2,0.24652777777777776
0.3368055555555556,10.0,0.736065929498317,0.057983471908503115,SASCert_SoftAR_LS010,0.11574074074074077,0.1,0.2803774682093777,0.27882206439971924,182,1.3578739166259766,artifact_gate_content_rank,20,0.056145381465708195,1,0.2,0.2548611111111111
0.3229166666666667,10.0,0.7368976785199338,0.04579011464698449,ArtifactReject_raw_diagnostic,0.09722222222222225,0.0,0.2673780303815724,0.2771265506744385,182,1.3594799041748047,artifact_gate_content_rank,20,0.05667163817321487,1,0.2,0.2555555555555556
0.3402777777777778,10.0,0.7388699189639305,0.07112438335186906,NaiveAug,0.12037037037037039,0.0,0.28827328375767886,0.2691534161567688,200,1.3635485172271729,artifact_gate_content_rank,21,0.053973861951572284,1,0.2,0.24652777777777776
0.3333333333333333,10.0,0.7376140098714744,0.06338848380578886,SASCert_SoftAR_LS010,0.11111111111111109,0.1,0.2916120943999243,0.2699448764324188,182,1.3612788915634155,artifact_gate_content_rank,21,0.056145381465708195,1,0.2,0.2548611111111111
0.3472222222222222,10.0,0.7387490585991657,0.08072056497136752,ArtifactReject_raw_diagnostic,0.12962962962962962,0.0,0.31980963698997117,0.26650166511535645,182,1.363574743270874,artifact_gate_content_rank,21,0.05667163817321487,1,0.2,0.2555555555555556
0.2951388888888889,10.0,0.741077813465131,0.02042060759332445,NaiveAug,0.060185185185185196,0.0,0.2435019171861277,0.2747182846069336,200,1.368180751800537,artifact_gate_content_rank,22,0.053973861951572284,1,0.2,0.24652777777777776
0.3819444444444444,10.0,0.7391133806701535,0.11443275420202148,SASCert_SoftAR_LS010,0.1759259259259259,0.1,0.33793568276338015,0.2689116597175598,182,1.3645178079605103,artifact_gate_content_rank,22,0.056145381465708195,1,0.2,0.2548611111111111
0.3194444444444444,10.0,0.7405458805091909,0.05110129879580602,ArtifactReject_raw_diagnostic,0.09259259259259256,0.0,0.30245541504908613,0.26834312081336975,182,1.3668384552001953,artifact_gate_content_rank,22,0.05667163817321487,1,0.2,0.2555555555555556
0.2986111111111111,10.0,0.7415849628262161,0.029023875999781804,NaiveAug,0.06481481481481481,0.0,0.24019306713470817,0.2695872485637665,200,1.3692599534988403,artifact_gate_content_rank,23,0.053973861951572284,1,0.2,0.24652777777777776
0.3263888888888889,10.0,0.7417924168717809,0.05479242611262536,SASCert_SoftAR_LS010,0.10185185185185186,0.1,0.23525259462759462,0.2715964913368225,182,1.3699076175689697,artifact_gate_content_rank,23,0.056145381465708195,1,0.2,0.2548611111111111
0.3194444444444444,10.0,0.7434570267006122,0.04915085020992493,ArtifactReject_raw_diagnostic,0.09259259259259256,0.0,0.24367563285805777,0.27204808592796326,182,1.3727331161499023,artifact_gate_content_rank,23,0.05667163817321487,1,0.2,0.2555555555555556
0.3090277777777778,10.0,0.7359560491075824,0.03950709042449793,NaiveAug,0.07870370370370372,0.0,0.2328056860441151,0.28672853112220764,200,1.358137607574463,artifact_gate_content_rank,24,0.053973861951572284,1,0.2,0.24652777777777776
0.3055555555555556,10.0,0.7347096087865599,0.03233700711280109,SASCert_SoftAR_LS010,0.07407407407407411,0.1,0.28551509215539117,0.2754223644733429,182,1.3553990125656128,artifact_gate_content_rank,24,0.056145381465708195,1,0.2,0.2548611111111111
0.3402777777777778,10.0,0.7343897614518231,0.06762386837767229,ArtifactReject_raw_diagnostic,0.12037037037037039,0.0,0.31401633152345915,0.2734938859939575,182,1.3549590110778809,artifact_gate_content_rank,24,0.05667163817321487,1,0.2,0.2555555555555556
0.25,10.0,0.7739081330692378,0.06653681594050594,NaiveAug,0.0,0.0,0.18571007558421743,0.3165367841720581,200,1.4387139081954956,artifact_gate_content_rank,20,0.053973861951572284,2,0.2,0.24652777777777776
0.2534722222222222,10.0,0.7758364533484405,0.07554423798703487,SASCert_SoftAR_LS010,0.004629629629629613,0.1,0.16237169009013128,0.32901647686958313,182,1.4426661729812622,artifact_gate_content_rank,20,0.056145381465708195,2,0.2,0.2548611111111111
0.25,10.0,0.7697266181286417,0.06364228959298796,ArtifactReject_raw_diagnostic,0.0,0.0,0.16528466058547694,0.313642293214798,182,1.4280815124511719,artifact_gate_content_rank,20,0.05667163817321487,2,0.2,0.2555555555555556
0.2534722222222222,10.0,0.7738534455009896,0.09293403455780612,NaiveAug,0.004629629629629613,0.0,0.11953139650057458,0.3464062809944153,200,1.4364981651306152,artifact_gate_content_rank,21,0.053973861951572284,2,0.2,0.24652777777777776
0.23958333333333334,10.0,0.7695699782574713,0.08696394092920755,SASCert_SoftAR_LS010,-0.013888888888888876,0.1,0.16963241436925647,0.3265472650527954,182,1.4295649528503418,artifact_gate_content_rank,21,0.056145381465708195,2,0.2,0.2548611111111111
0.2465277777777778,10.0,0.7745837689444726,0.09360743479596244,ArtifactReject_raw_diagnostic,-0.004629629629629613,0.0,0.16510250823976316,0.34013521671295166,182,1.4391405582427979,artifact_gate_content_rank,21,0.05667163817321487,2,0.2,0.2555555555555556
0.2604166666666667,10.0,0.7612768484169149,0.04377889871183367,NaiveAug,0.013888888888888914,0.0,0.15218835283317866,0.3041955828666687,200,1.4106104373931885,artifact_gate_content_rank,22,0.053973861951572284,2,0.2,0.24652777777777776
0.2638888888888889,10.0,0.7603634045401318,0.038924756563372104,SASCert_SoftAR_LS010,0.018518518518518528,0.1,0.18951071659057508,0.2947785556316376,182,1.4095879793167114,artifact_gate_content_rank,22,0.056145381465708195,2,0.2,0.2548611111111111
0.2638888888888889,10.0,0.7614660092472485,0.04587202788227134,ArtifactReject_raw_diagnostic,0.018518518518518528,0.0,0.21815578050586715,0.2914750576019287,182,1.412367820739746,artifact_gate_content_rank,22,0.05667163817321487,2,0.2,0.2555555555555556
0.22916666666666666,10.0,0.7740389381159652,0.08633637293759318,NaiveAug,-0.02777777777777779,0.0,0.16694100551462304,0.3155030608177185,200,1.4272475242614746,artifact_gate_content_rank,23,0.053973861951572284,2,0.2,0.24652777777777776
