target_subject,seed,aug_type,n,reject_rate,mean_artifact_risk,mean_content_score
97,21,bad_physio,10,0.0,1.4854147374629973,0.40204082150012255
97,21,clean,20,0.0,263.50238571166994,0.3989795925095677
97,22,bad_artifact,10,0.5,1808.0787841796875,0.8285714346915484
97,22,bad_content,10,0.0,0.31285080760717393,0.6102040827274322
97,22,bad_physio,10,0.0,1.1892656624317168,0.32244897801429034
97,22,clean,20,0.0,279.97351989746096,0.36938775815069674
97,23,bad_artifact,10,0.5,1091.8213134765624,0.8571428596973419
97,23,bad_content,10,0.0,0.670930170128122,0.4918367363512516
97,23,bad_physio,10,0.0,1.7226302802562714,0.4326530650258064
97,23,clean,20,0.0,277.2099349975586,0.35918367533013223
97,24,bad_artifact,10,0.5,1008.595669555664,0.9061224520206451
97,24,bad_content,10,0.0,0.38787684831768277,0.5346938848495484
97,24,bad_physio,10,0.0,1.6237460553646088,0.42653061300516126
97,24,clean,20,0.0,262.5735954284668,0.31632653092965485
98,20,bad_artifact,10,0.5,1592.2004760742188,0.8857142865657807
98,20,bad_content,10,0.0,0.20546505013480781,0.4918367385864258
98,20,bad_physio,10,0.0,0.8967801839113235,0.36326530687510966
98,20,clean,20,0.0,262.3118705749512,0.3795918398536742
98,21,bad_artifact,10,0.5,2227.050228881836,0.8469387769699097
98,21,bad_content,10,0.0,0.06247231420129538,0.38979591727256774
98,21,bad_physio,10,0.0,0.8230198442935943,0.4142857164144516
98,21,clean,20,0.0,248.51499710083007,0.4244898005388677
98,22,bad_artifact,10,0.5,1718.6691467285157,0.9
98,22,bad_content,10,0.0,0.17074374845251442,0.38163266219198705
98,22,bad_physio,10,0.0,0.8969054877758026,0.4816326588392258
98,22,clean,20,0.0,266.14789352416994,0.36836734535172583
98,23,bad_artifact,10,0.5,1028.3287353515625,0.8673469424247742
98,23,bad_content,10,0.0,0.17648438289761542,0.41428571585565804
98,23,bad_physio,10,0.0,0.8303606033325195,0.3857142895460129
98,23,clean,20,0.0,261.42842864990234,0.4163265319541097
98,24,bad_artifact,10,0.5,949.1484375,0.902040821313858
98,24,bad_content,10,0.0,0.2726686800364405,0.5040816375985742
98,24,bad_physio,10,0.0,0.8641882821917534,0.5285714268684387
98,24,clean,20,0.0,247.24984893798828,0.28265306297689674
99,20,bad_artifact,10,0.5,1691.642022705078,0.8836734771728516
99,20,bad_content,10,0.0,0.15249051358550786,0.5448979601264
99,20,bad_physio,10,0.0,1.1977025866508484,0.48775510378181935
99,20,clean,20,0.0,278.5944793701172,0.29183673532679677
99,21,bad_artifact,10,0.5,2384.801736450195,0.7693877596408129
99,21,bad_content,10,0.0,0.12953771115280688,0.42857142612338067
99,21,bad_physio,10,0.0,1.0367189049720764,0.6061224579811096
99,21,clean,20,0.0,264.47209014892576,0.3479591839946806
99,22,bad_artifact,10,0.5,1826.5746215820313,0.8163265356794
99,22,bad_content,10,0.0,0.21557676615193486,0.4469387784600258
99,22,bad_physio,10,0.0,1.1904084026813506,0.5857142865657806
99,22,clean,20,0.0,282.48662719726565,0.32551020551472903
99,23,bad_artifact,10,0.5,1097.4566162109375,0.8653061270713807
99,23,bad_content,10,0.0,0.19196785438107328,0.46530611962080004
99,23,bad_physio,10,0.0,0.9763569295406341,0.5285714315250516
99,23,clean,20,0.0,277.9529281616211,0.3204081667587161
99,24,bad_artifact,10,0.5,1018.4239532470704,0.9081632733345032
99,24,bad_content,10,0.0,0.1895972339436412,0.38163265138864516
99,24,bad_physio,10,0.0,1.0114219963550568,0.5489795878529549
99,24,clean,20,0.0,264.4268173217773,0.3306122495792806
