source,method,mean_weight,sum_weight,num_candidates,effective_aug_loss_scale,CE_real,CE_aug_raw,CE_aug_weighted,final_train_loss
v1_1_prior_score_rows,NaiveAug_LS010,1.0,60.0,60.0,1.0,,,,
v1_1_prior_score_rows,ArtifactReject_LS010,1.0,54.0,60.0,0.9000000000000005,,,,
v1_1_prior_score_rows,SoftWeight_noReject_LS010,0.6000000435113907,36.0000012588501,60.0,0.6000000209808348,,,,
v1_1_prior_score_rows,SAS-Cert-SoftAR-LS-v1.1,0.5350847482681275,32.10508430480957,60.0,0.5350847384134929,,,,
v1_2_current_training,NaiveAug_LS010,1.0,60.0,60.0,1.0,0.20690299689769745,0.2383579720556736,0.23835795864462853,0.44526095598936083
v1_2_current_training,SoftWeight_noReject_LS010,0.6000000435113907,36.0000012588501,60.0,0.6000000209808349,0.2060361035168171,0.24198056519031524,0.23631010249257087,0.4423462072014809
v1_2_current_training,SAS-Cert-SoftSafe-LS-v1.2,0.6867697757482528,41.20618675231933,60.0,0.6867697792053221,0.20674364283680915,0.2385028624534607,0.2355985152721405,0.4423421576619148
