model,epoch,train_loss,elapsed_sec,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_kappa,val_auroc,val_nll,val_ece
labram_base,1,0.6943591693847898,11.774603605270386,0.6931581381695493,0.5017301038062284,0.5,0.3341013824884793,0.0,0.4819018731375053,0.6931581345868271,0.0028649568557739258
labram_base,2,0.6936829204407949,11.453534603118896,0.6931476243776984,0.5017301038062284,0.5,0.3341013824884793,0.0,0.5145354406130268,0.6931476227777686,0.0018464326858520508
labram_base,3,0.6937924563695514,11.523395538330078,0.6932167907899639,0.4982698961937716,0.5,0.3325635103926097,0.0,0.5044753086419753,0.6932167906188174,0.006165057420730591
labram_base,4,0.6935924867978172,11.515302181243896,0.6949503974518562,0.5017301038062284,0.5,0.3341013824884793,0.0,0.530568859088974,0.6949503946885726,0.030057251453399658
labram_base,5,0.6937288373992556,11.591969728469849,0.6931996186024315,0.4982698961937716,0.5,0.3325635103926097,0.0,0.5255986590038314,0.6931996098609886,0.005499333143234253
labram_base,6,0.6933644130494859,11.569644689559937,0.693142656361493,0.5017301038062284,0.5,0.3341013824884793,0.0,0.49607279693486594,0.693142642312379,0.0005365610122680664
labram_base,7,0.6933307984897069,11.77448558807373,0.693188226484235,0.4982698961937716,0.5,0.3325635103926097,0.0,0.5149132609621115,0.6931882193931519,0.005676537752151489
labram_base,8,0.6729153445788792,11.544275045394897,0.6755120718492906,0.5986159169550173,0.5986749680715198,0.5985256546731956,0.19732473502745496,0.6497153043848447,0.6755120629336958,0.05198522230058118
labram_base,9,0.6224574759649852,11.502272844314575,0.6778441939799431,0.6124567474048442,0.6124281609195402,0.612414982277996,0.22486709133579197,0.6710355470412942,0.6778441807689456,0.10002610008334344
labram_base,10,0.6079905418365721,11.507049560546875,0.6681726420214432,0.6124567474048442,0.612404214559387,0.6123407109322603,0.2248299645559919,0.6596743295019157,0.6681726427802211,0.0681369422903798
labram_base,11,0.5841628859913538,11.646495819091797,0.6741068816927478,0.6205305651672434,0.6209051724137931,0.6162090887685425,0.24162711864406783,0.6718444018731375,0.6741068691345385,0.09358075862662327
labram_base,12,0.5639187357917664,11.582034587860107,0.6992007924336188,0.6009227220299884,0.6009259259259259,0.6009221911218484,0.20184862949186633,0.6526819923371647,0.6992007683136009,0.13003924801825376
labram_base,13,0.5305162619787549,11.695553064346313,0.722581006526397,0.5963091118800461,0.596455938697318,0.5956501577690603,0.19285338099873917,0.6436994465730098,0.7225810041679886,0.1496785121530535
labram_base,14,0.4881537693455106,11.806601524353027,0.7669019602849272,0.6193771626297578,0.6192768199233716,0.6190076701821668,0.23859934853420195,0.6560770540655598,0.7669019381032879,0.18772740718815153
labram_base,15,0.44823736624112204,11.552213191986084,0.8204598622063589,0.6055363321799307,0.6052442528735633,0.6025622466705269,0.21060954571592871,0.6541773094934014,0.8204598450597009,0.2230539468676711
labram_base,16,0.39915959545544216,11.560142993927002,0.8311917069599015,0.6113033448673587,0.6113186462324394,0.6113012764655408,0.22262840723151212,0.6390857811834824,0.8311917036399665,0.22541982416738138
labram_base,17,0.35984785652349865,11.608704328536987,0.9592952354281556,0.5997693194925029,0.5998962324393359,0.5992895473961393,0.19973985141206418,0.6216687952320136,0.9592952295330636,0.2837398236460614
labram_base,18,0.32280411317234947,11.830687999725342,1.0701180807859427,0.6009227220299884,0.6004310344827586,0.5924511998956612,0.2010578628613433,0.6158604725415069,1.0701180679596782,0.3100231686884144
labram_base,19,0.28171531465318467,11.57551646232605,1.1236020132744602,0.6101499423298731,0.6100973818646233,0.6100332151639998,0.22021585720215853,0.6114303959131546,1.1236020039863421,0.3126900827870924
labram_base,20,0.25655232183516974,11.543306112289429,1.12494285382339,0.6078431372549019,0.6076867816091954,0.606964192381948,0.21543891026971784,0.6062100893997445,1.1249428425004806,0.3190103356469736
labram_base,21,0.2243082073803932,11.671138286590576,1.2477024291763394,0.5974625144175317,0.5971024904214559,0.592878334286387,0.19434304382902912,0.5866060025542785,1.247702414151788,0.3416257594833462
