model,epoch,train_loss,elapsed_sec,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_kappa,val_auroc,val_nll,val_ece
eegpt_large4e,12,0.6129717231553699,59.19736170768738,0.7347822071084239,0.5178777393310265,0.5183269476372925,0.509843542052131,0.03662057195719104,0.5289910600255427,0.7347821961873304,0.11524692961501416
eegpt_large4e,13,0.5460058478183216,59.351258993148804,0.9970824048524635,0.5305651672433679,0.5300446998722861,0.5194255479969765,0.06015133718468102,0.5226692209450831,0.9970823916061046,0.28742296607024115
eegpt_large4e,14,0.4749712723197918,59.025442600250244,0.9176346159173818,0.5271049596309112,0.5271152618135377,0.5271043305201094,0.05422879218415766,0.5372765006385696,0.9176346044461716,0.2567413522160452
eegpt_large4e,15,0.3801767258393386,59.43441295623779,1.423731532682597,0.5317185697808535,0.5314894636015326,0.5295399140346,0.063007091292404,0.5083226905065985,1.423731534823095,0.3849848861856581
eegpt_large4e,16,0.32544743224505396,59.955822467803955,1.7804627792980638,0.5040369088811996,0.5038393997445721,0.5023148148148148,0.007681742685575532,0.5107918263090677,1.7804627581782961,0.42792239427704026
eegpt_large4e,17,0.24794641288706945,59.7025933265686,1.4670816811173295,0.49480968858131485,0.4948914431673052,0.4945669534477618,-0.010215319787393762,0.5184759472115794,1.4670816665152708,0.406425567818623
eegpt_large4e,18,0.21946168090778564,59.75497889518738,1.8372397404099625,0.5086505190311419,0.5085328863346105,0.5080215470849629,0.017069587711174283,0.5243135376756066,1.837239716402304,0.4349729196698058
eegpt_large4e,19,0.21020050068007087,60.300482749938965,2.144851521933677,0.5305651672433679,0.5309147509578545,0.5259004182492648,0.06178560888257867,0.5465304384844615,2.1448515062587696,0.4303016737533138
eegpt_large4e,20,0.1842824971183325,59.08958196640015,2.8595578488200957,0.5397923875432526,0.5396791187739464,0.5392407187638605,0.07937534430313054,0.5421988080034057,2.8595578537363795,0.44403163220780667
eegpt_large4e,21,0.24250523978627161,59.3981249332428,2.1563062972852136,0.5178777393310265,0.5176803959131545,0.5162037037037037,0.03537434521528038,0.5290283099191145,2.156306279845878,0.4442565467599629
eegpt_large4e,22,0.19501619310785337,58.90838551521301,2.934072597428185,0.5213379469434832,0.5213122605363985,0.5212971894229169,0.04262622231091606,0.5304464665815241,2.9340725695788143,0.46387539118219
eegpt_large4e,23,0.15931343596906306,59.083779096603394,2.5109245997983556,0.510957324106113,0.5109913793103449,0.5109254430312382,0.021981004070556254,0.5084291187739464,2.510924582026592,0.4603493841324161
eegpt_large4e,24,0.15434085083888874,59.28881335258484,2.8250050401490188,0.5271049596309112,0.5269236909323116,0.525711159737418,0.05386630042479801,0.5252634099616857,2.8250050359588657,0.45578510658826243
eegpt_large4e,25,0.18551452596133228,59.33532190322876,2.798721682326358,0.5063437139561707,0.5060025542784163,0.5013223673601032,0.012013163359851808,0.5160839719029374,2.79872168499468,0.4630131650170378
eegpt_large4e,26,0.19034060395805724,59.19176936149597,2.387359158002751,0.5121107266435986,0.5120210727969349,0.5117365829109601,0.024046176322659485,0.5211047254150702,2.387359135972453,0.45969280090092784
eegpt_large4e,27,0.13355912228424882,59.01277017593384,2.4441329716152116,0.5317185697808535,0.5318087484035761,0.5314436777202736,0.06360531188150409,0.5495716262239251,2.444132955048732,0.4438305130398122
eegpt_large4e,28,0.15704775227226375,59.13115072250366,2.446038142746828,0.5178777393310265,0.5176165389527458,0.5149812633832976,0.035251086123179176,0.5245636441038739,2.4460381315426702,0.45540899949227787
eegpt_large4e,29,0.14364934627915593,59.01246905326843,2.3222940107839745,0.5155709342560554,0.5158365261813538,0.512832725054317,0.03165587005775927,0.5355097914005961,2.322293991992427,0.4595111607474027
eegpt_large4e,30,0.1463118032646312,58.95416736602783,2.6202190344513534,0.5351787773933102,0.5350175606641123,0.5340854085408542,0.07005693023850013,0.5405491698595146,2.620219036837598,0.44208141941375245
