aug_id,original_local_index,aug_type,label,e_embed_raw,e_proto_raw,e_pred_raw,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,d_band,d_cov_riemann,d_style,e_total,artifact_gate_pass,soft_weight_v1_1,softar_weight_v1_1
gaussian_noise_000_00,0,gaussian_noise,1,0.9999674558639526,0.06749778985977173,1.1920928244535389e-07,0.8474576473236084,0.6101694703102112,0.7457627058029175,0.06779661029577255,4.230755805969238,12.1128511428833,1.104142665863037,167.0548553466797,1.898305058479309,0,0.9593220353126526,0.0
time_shift_000_01,0,time_shift,1,0.9941043853759766,0.07170045375823975,-0.0,0.2542372941970825,0.6271186470985413,0.9491525292396545,0.35593220591545105,1.8115217685699463,0.0,5.800204609142379e-13,166.65235900878906,1.51694917678833,1,0.7694915533065796,0.7694915533065796
time_crop_000_02,0,time_crop,1,0.9998601078987122,0.06822079420089722,1.1920928244535389e-07,0.7118644118309021,0.694915235042572,0.22033898532390594,0.10169491171836853,3.3069398403167725,291.8830261230469,1.36067795753479,152.64773559570312,1.2796610593795776,1,0.6203389763832092,0.6203389763832092
frequency_mask_000_03,0,frequency_mask,1,0.9989650845527649,0.05985051393508911,-4.994053597329184e-07,0.20338982343673706,0.5593220591545105,0.37288135290145874,0.4406779706478119,1.673616647720337,127.03427124023438,1.9268921613693237,179.33023071289062,0.8559322357177734,1,0.3491525650024414,0.3491525650024414
channel_dropout_000_04,0,channel_dropout,1,0.9998196959495544,0.06904596090316772,1.1920928244535389e-07,0.694915235042572,0.1355932205915451,0.11864406615495682,0.37288135290145874,1.782513976097107,688.4715576171875,15.084431648254395,247.96820068359375,0.881355881690979,1,0.3627118468284607,0.3627118468284607
mild_frequency_mixup_000_05,0,mild_frequency_mixup,1,0.9998506307601929,0.0663498044013977,1.1920928244535389e-07,0.6440678238868713,0.5932203531265259,0.47457626461982727,0.4576271176338196,1.6701160669326782,81.92245483398438,1.0124677419662476,173.2051239013672,1.4152543544769287,1,0.701694905757904,0.701694905757904
gaussian_noise_001_00,1,gaussian_noise,1,0.9999801516532898,0.07642877101898193,-0.0,0.7796609997749329,0.38983049988746643,0.8135592937469482,0.050847455859184265,4.336963653564453,10.172658920288086,0.7421400547027588,197.8978271484375,1.7881355285644531,0,0.8779661059379578,0.0
time_shift_001_01,1,time_shift,1,0.9973871111869812,0.08502000570297241,-0.0,0.49152541160583496,0.4067796468734741,1.0,0.2542372941970825,2.089829206466675,0.0,2.9905849389770534e-13,197.32899475097656,1.6949152946472168,1,0.8508474230766296,0.8508474230766296
time_crop_001_02,1,time_crop,1,0.9999197125434875,0.0783572793006897,-0.0,0.7627118825912476,0.508474588394165,0.23728813230991364,0.08474576473236084,3.8396198749542236,286.960693359375,1.396593451499939,192.20668029785156,1.2542372941970825,0,0.5796610116958618,0.0
frequency_mask_001_03,1,frequency_mask,1,0.9996610283851624,0.07988578081130981,-0.0,0.5593220591545105,0.4237288236618042,0.5254237055778503,0.4067796468734741,1.7380659580230713,64.7316665649414,1.5383028984069824,196.3157501220703,1.2966101169586182,1,0.6338983178138733,0.6338983178138733
