aug_id,original_local_index,aug_type,label,e_embed_raw,e_proto_raw,e_pred_raw,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,d_band,d_cov_riemann,d_style,e_total,artifact_gate_pass,soft_weight_v1_1,softar_weight_v1_1
gaussian_noise_000_00,0,gaussian_noise,1,0.9999801516532898,0.03919750452041626,-0.00038882577791810036,0.6440678238868713,0.1355932205915451,0.8135592937469482,0.33898305892944336,1.6360026597976685,9.641895294189453,0.813532292842865,397.213134765625,1.5254236459732056,1,0.7423728704452515,0.7423728704452515
time_shift_000_01,0,time_shift,1,0.9959060549736023,0.021255075931549072,-0.22384986281394958,0.06779661029577255,0.11864406615495682,0.9661017060279846,0.8813559412956238,0.5777422785758972,0.0,3.9609223019543283e-13,397.30841064453125,1.0932203531265259,1,0.5254237055778503,0.5254237055778503
time_crop_000_02,0,time_crop,1,0.9997273087501526,0.041835248470306396,-0.0030298931524157524,0.37288135290145874,0.18644067645072937,0.2881355881690979,0.20338982343673706,1.811951994895935,343.5045166015625,1.4562760591506958,372.6993408203125,0.7542372941970825,1,0.33559322357177734,0.33559322357177734
frequency_mask_000_03,0,frequency_mask,1,0.9983527660369873,0.024582266807556152,-0.2117854505777359,0.11864406615495682,0.1525423675775528,0.6271186470985413,0.9152542352676392,0.5300995111465454,18.060916900634766,0.3564283847808838,397.1346435546875,0.8220338821411133,1,0.3627118468284607,0.3627118468284607
channel_dropout_000_04,0,channel_dropout,1,0.9994882941246033,0.04571157693862915,-0.009362960234284401,0.32203391194343567,0.016949152573943138,0.20338982343673706,0.8983050584793091,0.5486127734184265,502.404541015625,16.171724319458008,438.77911376953125,0.5338983535766602,1,0.22711864113807678,0.22711864113807678
mild_frequency_mixup_000_05,0,mild_frequency_mixup,1,0.9998098611831665,0.03741025924682617,-0.00035807956010103226,0.4406779706478119,0.16949152946472168,0.4406779706478119,0.9322034120559692,0.48084577918052673,109.99116516113281,1.1750890016555786,396.3362731933594,0.9661017060279846,1,0.41694915294647217,0.41694915294647217
gaussian_noise_001_00,1,gaussian_noise,0,0.9999774098396301,0.1101388931274414,-0.0,0.9830508232116699,0.9830508232116699,0.7627118825912476,0.4237288236618042,1.3119542598724365,10.931598663330078,1.2425249814987183,132.93150329589844,2.237287998199463,1,1.0,1.0
time_shift_001_01,1,time_shift,0,0.9930494427680969,0.1192619800567627,-0.0,0.6101694703102112,0.9491525292396545,0.9152542352676392,0.9491525292396545,0.358463853597641,0.0,5.393401654105179e-13,133.3170928955078,2.0,1,0.9593220353126526,0.9593220353126526
time_crop_001_02,1,time_crop,0,0.9999223351478577,0.10857295989990234,-0.0,0.9491525292396545,0.8135592937469482,0.2711864411830902,0.7457627058029175,0.6685341000556946,421.09527587890625,1.39847731590271,149.66323852539062,1.6271185874938965,1,0.8237287998199463,0.8237287998199463
frequency_mask_001_03,1,frequency_mask,0,0.9999436140060425,0.10882991552352905,-0.0,0.9661017060279846,0.9661017060279846,0.7288135886192322,0.9830508232116699,0.3139011263847351,12.325140953063965,0.37757715582847595,133.25637817382812,2.1779661178588867,1,0.9864406585693359,0.9864406585693359
channel_dropout_001_04,1,channel_dropout,0,0.9985945820808411,0.1031196117401123,-0.0,0.6610169410705566,0.6440678238868713,0.06779661029577255,0.9661017060279846,0.34772711992263794,680.06689453125,16.26658058166504,242.2120361328125,1.0508474111557007,1,0.47118645906448364,0.47118645906448364
mild_frequency_mixup_001_05,1,mild_frequency_mixup,0,0.999839186668396,0.10860174894332886,-0.0,0.8813559412956238,1.0,0.32203391194343567,1.0,0.2976536154747009,154.2681884765625,1.1119951009750366,118.97189331054688,1.7033898830413818,1,0.8779661059379578,0.8779661059379578
