target_subject,seed,group,accuracy,balanced_accuracy,macro_f1,kappa,auroc,nll,ece,brier
90,20,NoAug_LS010,0.6,0.5964052287581699,0.5916666666666667,0.19407894736842102,0.6568627450980392,0.6800437929757432,0.10712954657418387,0.48686981201171875
90,21,NoAug_LS010,0.6285714285714286,0.6225490196078431,0.6080964685615848,0.2479338842975206,0.6045751633986929,0.6836131471173686,0.10863051755087716,0.4904601573944092
91,20,NoAug_LS010,0.5428571428571428,0.5359477124183006,0.5104895104895104,0.07284768211920523,0.5457516339869282,0.6910030671722686,0.030691942146846226,0.4978552758693695
91,21,NoAug_LS010,0.6,0.5915032679738562,0.5561594202898551,0.18604651162790697,0.565359477124183,0.6829036626370135,0.06992682388850621,0.48979318141937256
92,20,NoAug_LS010,0.425531914893617,0.44636363636363635,0.36959761549925485,-0.10251954821894005,0.39818181818181825,0.7092892035102386,0.10188858115926702,0.516065239906311
92,21,NoAug_LS010,0.46808510638297873,0.46181818181818185,0.4592728946157386,-0.07699358386801092,0.3745454545454545,0.7037990448365,0.07207200057963108,0.5106174945831299
