target_subject,seed,comparison,delta_balanced_accuracy,delta_macro_f1,delta_ece,delta_nll,delta_brier,win_macro_f1
90,20,SASCert_SoftAR_LS010-vs-NaiveAug_LS010,0.021241830065359457,-0.07261904761904764,-0.02710413932800293,-2.6039584939074878e-05,-2.6106834411621094e-05,0
90,20,SASCert_SoftAR_LS010-vs-ArtifactReject_LS010,-0.04411764705882354,-0.130952380952381,0.02990168333053589,-0.00023503086718223987,-0.00023502111434936523,0
90,20,SASCert_SoftAR_LS010-vs-SoftWeight_noReject_LS010,-0.08333333333333331,-0.04120879120879123,0.08483868837356567,3.556184222430758e-05,3.5643577575683594e-05,0
