target_subject,seed,group,n_support,n_aug_total,n_aug_kept,temperature,accuracy,balanced_accuracy,macro_f1,kappa,auroc,nll,ece,brier
90,20,NoAug_LS010,10,50,0,1.0,0.34285714285714286,0.33986928104575165,0.3341604631927213,-0.32183908045977017,0.3235294117647059,0.695043772946463,0.16005513072013855,0.5018965601921082
90,20,NaiveAug_LS010,10,50,50,1.0,0.37142857142857144,0.36764705882352944,0.35833333333333334,-0.26644736842105265,0.3300653594771242,0.695137910229756,0.1317722499370575,0.5019906163215637
90,20,RepairedSoftWeight_artifact_gate_physio_LS010,10,50,50,1.0,0.37142857142857144,0.36601307189542487,0.34523809523809523,-0.2706270627062708,0.3235294117647059,0.6950731831464302,0.1318422257900238,0.5019258856773376
90,20,RepairedSoftWeightTemp_artifact_gate_physio_LS010,10,50,50,5.0,0.37142857142857144,0.36601307189542487,0.34523809523809523,-0.2706270627062708,0.3235294117647059,0.6935268962855027,0.12922558188438416,0.5003796815872192
