aug_id,original_local_index,aug_type,label,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,sas_score
clean_000_00,0,clean,1,0.18367347121238708,0.06122449040412903,0.4693877696990967,0.4693877696990967,271.7774658203125,0.34081631898880005
clean_000_01,0,clean,1,0.26530611515045166,1.0,0.795918345451355,0.36734694242477417,291.0280456542969,0.3214285671710968
bad_artifact_000_02,0,bad_artifact,1,0.6122449040412903,0.22448979318141937,0.6938775777816772,0.08163265138864517,2018.7767333984375,0.3204081654548645
bad_content_000_03,0,bad_content,1,0.040816325694322586,0.3469387888908386,0.0,0.9795918464660645,0.0005033290944993496,0.5571428537368774
bad_physio_000_04,0,bad_physio,1,0.6530612111091614,0.7551020383834839,0.1428571492433548,0.7755101919174194,0.41620174050331116,0.7204082012176514
clean_001_00,1,clean,0,0.22448979318141937,0.020408162847161293,0.40816327929496765,0.2448979616165161,302.5103759765625,0.23571428656578064
clean_001_01,1,clean,0,0.30612245202064514,0.8979591727256775,0.7755101919174194,0.20408163964748383,325.5221862792969,0.25
bad_artifact_001_02,1,bad_artifact,0,0.5714285969734192,0.16326530277729034,0.6530612111091614,0.18367347121238708,497.99920654296875,0.3581632971763611
bad_content_001_03,1,bad_content,0,0.16326530277729034,0.2857142984867096,0.020408162847161293,0.9387755393981934,0.002043779008090496,0.5897959470748901
bad_physio_001_04,1,bad_physio,0,0.6938775777816772,0.6938775777816772,0.5102040767669678,0.6734693646430969,0.9278954863548279,0.6826530694961548
clean_002_00,2,clean,1,0.8775510191917419,0.9795918464660645,0.8367347121238708,0.22448979318141937,304.9873352050781,0.518367350101471
clean_002_01,2,clean,1,0.4693877696990967,0.9591836929321289,0.8775510191917419,0.3469387888908386,291.78436279296875,0.40204083919525146
bad_artifact_002_02,2,bad_artifact,1,0.8163265585899353,0.36734694242477417,0.6326530575752258,0.12244898080825806,931.529296875,0.4346938729286194
bad_content_002_03,2,bad_content,1,0.4285714328289032,0.4285714328289032,0.08163265138864517,0.8979591727256775,0.015532352030277252,0.686734676361084
