target_subject,seed,comparison,delta_balanced_accuracy,delta_macro_f1,delta_ece,delta_nll,delta_brier,win_macro_f1
90,20,SASCert_SoftAR_LS010-vs-NaiveAug_LS010,-0.02941176470588236,-0.02937222509590942,-0.009271132094519477,0.014632960443320131,0.013210654258728027,0
90,20,SASCert_SoftAR_LS010-vs-ArtifactReject_LS010,-0.02941176470588236,-0.02937222509590942,-0.061753510577338064,0.012399941145088189,0.00806446373462677,0
90,20,SASCert_SoftAR_LS010-vs-SoftWeight_noReject_LS010,0.0,0.0,-0.029584370340619767,0.011210017036914988,0.01213546097278595,0
90,21,SASCert_SoftAR_LS010-vs-NaiveAug_LS010,-0.026143790849673332,-0.026111354384599106,-0.008949646779469092,-0.016765766229055123,-0.004905372858047485,0
90,21,SASCert_SoftAR_LS010-vs-ArtifactReject_LS010,0.1192810457516339,0.12838468720821672,-0.1030328435557229,-0.12266202755861616,-0.0912720263004303,1
90,21,SASCert_SoftAR_LS010-vs-SoftWeight_noReject_LS010,-0.0277777777777779,-0.028102969279439893,-0.039795339107513455,0.05449957716495307,0.04048238694667816,0
91,20,SASCert_SoftAR_LS010-vs-NaiveAug_LS010,0.0,0.0,-0.01973792144230435,0.07916820275209935,0.011123985052108765,0
91,20,SASCert_SoftAR_LS010-vs-ArtifactReject_LS010,0.0,0.0,-0.05953073160988942,0.07761497540926365,0.00911259651184082,0
91,20,SASCert_SoftAR_LS010-vs-SoftWeight_noReject_LS010,0.0,0.0,-0.050554617813655306,0.007148603430223055,0.0023075342178344727,0
91,21,SASCert_SoftAR_LS010-vs-NaiveAug_LS010,0.0277777777777779,0.02781749369217834,-0.017059348310743044,-0.018346460205081405,-0.007060706615447998,1
91,21,SASCert_SoftAR_LS010-vs-ArtifactReject_LS010,0.0,0.0,0.04948679549353463,0.007442517945240146,0.0071268230676651,0
91,21,SASCert_SoftAR_LS010-vs-SoftWeight_noReject_LS010,0.0,0.0,0.007718617575509207,-0.02648922551985622,-0.012774556875228882,0
92,20,SASCert_SoftAR_LS010-vs-NaiveAug_LS010,-0.020000000000000018,-0.020967662427289757,0.023599385581117974,-0.015659279074400345,-0.014492034912109375,0
92,20,SASCert_SoftAR_LS010-vs-ArtifactReject_LS010,0.0,0.0,-0.04389250405291295,-0.04202278468696097,-0.03437447547912598,0
92,20,SASCert_SoftAR_LS010-vs-SoftWeight_noReject_LS010,-0.040000000000000036,-0.04179841897233205,-0.0038442453171344537,0.04335402370712105,0.03004017472267151,0
92,21,SASCert_SoftAR_LS010-vs-NaiveAug_LS010,0.0,0.0,-0.05318292753493531,-0.028696491625256226,-0.01804286241531372,0
92,21,SASCert_SoftAR_LS010-vs-ArtifactReject_LS010,0.0,0.0,-0.03139406632869801,-0.042645281045987304,-0.027336686849594116,0
92,21,SASCert_SoftAR_LS010-vs-SoftWeight_noReject_LS010,0.0,0.0,-0.003264973138241062,0.019027478916897933,0.012815594673156738,0
