backbone,current_scalar_sas_auc,component_gated_v1_auc,artifact_gate_physio_auc,physio_score_auc,style_score_auc,content_score_auc,artifact_safe_score_auc
CBraMod_frozen,0.19689814814814816,0.8395370370370371,0.9022222222222221,0.8444444444444444,0.6408333333333334,0.3044444444444444,0.33333333333333337
ST-EEGFormer-small_source_tuned,0.16620370370370371,0.8395370370370371,0.9022222222222221,0.8444444444444444,0.6408333333333334,0.2722222222222222,0.33333333333333337
