acc,ece,group,kappa,layer,macro_f1,n_train,nll,seed,target_subject
0.2222222222222222,0.08685352518740627,Random50,-0.037037037037037056,layer3,0.13443708609271524,110,1.3856641054153442,21,8
0.3159722222222222,0.013330199445287388,SASCertTop50,0.08796296296296295,layer3,0.20833333333333334,110,1.3700623512268066,21,8
0.3229166666666667,0.04761858812222878,NoAug,0.09722222222222225,layer3,0.25078914141414144,20,1.366196870803833,22,8
0.3576388888888889,0.07325678722312054,NaiveAug,0.14351851851851852,layer3,0.28322409488139827,200,1.356231451034546,22,8
0.3020833333333333,0.03235137224611309,Random50,0.06944444444444442,layer3,0.22559032562015557,110,1.3578777313232422,22,8
0.3159722222222222,0.01843014902745684,SASCertTop50,0.08796296296296295,layer3,0.20772857670349648,110,1.362625002861023,22,8
0.4722222222222222,0.18941988816691768,NoAug,0.2962962962962963,layer3,0.40977372261737566,20,1.321784496307373,20,9
0.4722222222222222,0.18143178864071768,NaiveAug,0.2962962962962963,layer3,0.41598170706697835,200,1.3132292032241821,20,9
0.2673611111111111,0.18282153071939117,Random50,0.02314814814814814,layer3,0.135663181067694,110,1.3234010934829712,20,9
0.46875,0.18584816726959416,SASCertTop50,0.2916666666666667,layer3,0.4139388011534587,110,1.318337082862854,20,9
0.40625,0.12174831630869043,NoAug,0.20833333333333334,layer3,0.29955186289534674,20,1.3305846452713013,21,9
0.4409722222222222,0.20433243188179204,NaiveAug,0.2546296296296296,layer3,0.3337503513408595,200,1.3360768556594849,21,9
0.3055555555555556,0.08725534576094812,Random50,0.07407407407407411,layer3,0.2142255892255892,110,1.3446623086929321,21,9
0.25,0.1187674100510776,SASCertTop50,0.0,layer3,0.1,110,1.362313151359558,21,9
0.4479166666666667,0.16661094460222456,NoAug,0.2638888888888889,layer3,0.41358806910952917,20,1.3235822916030884,22,9
0.4236111111111111,0.11879635519451566,NaiveAug,0.23148148148148148,layer3,0.37031741139394175,200,1.3107190132141113,22,9
0.4791666666666667,0.16069126222282648,Random50,0.3055555555555556,layer3,0.41284213554677596,110,1.3337616920471191,22,9
0.3020833333333333,0.020014017820358276,SASCertTop50,0.06944444444444442,layer3,0.19616755793226381,110,1.327601432800293,22,9
