acc,artifact_reject_percentile,ece,group,kappa,layer,macro_f1,n_train,nll,score_variant,seed,target_subject,w_min
0.3368055555555556,10.0,0.04098806199100283,SoftWeight,0.11574074074074077,layer3_v2,0.27489606704406777,200,1.364052414894104,artifact_gate_content_rank,20,8,0.2
0.2916666666666667,10.0,0.018774850449214377,SoftWeightArtifactReject,0.05555555555555558,layer3_v2,0.17313808640339254,182,1.3688114881515503,artifact_gate_content_rank,20,8,0.2
0.2916666666666667,10.0,0.02325070473468966,NoAug,0.05555555555555558,layer3_v2,0.18473835537665326,20,1.366037130355835,artifact_gate_content_rank,21,8,0.2
0.2569444444444444,10.0,0.029149533145957522,NaiveAug,0.009259259259259226,layer3_v2,0.17067488262910796,200,1.371597170829773,artifact_gate_content_rank,21,8,0.2
0.22916666666666666,10.0,0.07582600176748303,Random50,-0.02777777777777779,layer3_v2,0.15097402597402598,110,1.3828048706054688,artifact_gate_content_rank,21,8,0.2
0.3229166666666667,10.0,0.01825201946000258,SASCertTop50,0.09722222222222225,layer3_v2,0.21558474362212682,110,1.3693798780441284,artifact_gate_content_rank,21,8,0.2
0.3229166666666667,10.0,0.057511059360371694,ArtifactReject,0.09722222222222225,layer3_v2,0.2636545764624582,182,1.3651468753814697,artifact_gate_content_rank,21,8,0.2
0.3090277777777778,10.0,0.038031647706197366,SoftWeight,0.07870370370370372,layer3_v2,0.2596214854939111,200,1.36830735206604,artifact_gate_content_rank,21,8,0.2
0.3125,10.0,0.07208222792380387,SoftWeightArtifactReject,0.08333333333333333,layer3_v2,0.24886368309584023,182,1.3667057752609253,artifact_gate_content_rank,21,8,0.2
0.3229166666666667,10.0,0.04761858812222878,NoAug,0.09722222222222225,layer3_v2,0.25078914141414144,20,1.3661969900131226,artifact_gate_content_rank,22,8,0.2
0.3611111111111111,10.0,0.08136961598777108,NaiveAug,0.14814814814814814,layer3_v2,0.3113634867744457,200,1.356129765510559,artifact_gate_content_rank,22,8,0.2
0.3020833333333333,10.0,0.06684330840491585,Random50,0.06944444444444442,layer3_v2,0.24712468244166022,110,1.3573297262191772,artifact_gate_content_rank,22,8,0.2
0.3229166666666667,10.0,0.022966503579583433,SASCertTop50,0.09722222222222225,layer3_v2,0.21332459589340325,110,1.3633995056152344,artifact_gate_content_rank,22,8,0.2
0.3472222222222222,10.0,0.06912221904430124,ArtifactReject,0.12962962962962962,layer3_v2,0.2935556529887637,182,1.3563193082809448,artifact_gate_content_rank,22,8,0.2
0.3576388888888889,10.0,0.07987684849649668,SoftWeight,0.14351851851851852,layer3_v2,0.3141334696130807,200,1.356269359588623,artifact_gate_content_rank,22,8,0.2
0.34375,10.0,0.060114448993570276,SoftWeightArtifactReject,0.125,layer3_v2,0.25902516576835083,182,1.3563815355300903,artifact_gate_content_rank,22,8,0.2
0.4722222222222222,10.0,0.18941988816691768,NoAug,0.2962962962962963,layer3_v2,0.40977372261737566,20,1.321784496307373,artifact_gate_content_rank,20,9,0.2
0.4201388888888889,10.0,0.13848256050712532,NaiveAug,0.22685185185185186,layer3_v2,0.30525176577808155,200,1.320159673690796,artifact_gate_content_rank,20,9,0.2
0.2708333333333333,10.0,0.1767126826517698,Random50,0.027777777777777752,layer3_v2,0.14222450216781815,110,1.3244673013687134,artifact_gate_content_rank,20,9,0.2
0.4791666666666667,10.0,0.18446149780518478,SASCertTop50,0.3055555555555556,layer3_v2,0.42588496456953373,110,1.3189244270324707,artifact_gate_content_rank,20,9,0.2
0.4409722222222222,10.0,0.15283955219719142,ArtifactReject,0.2546296296296296,layer3_v2,0.3565771957186098,182,1.3142982721328735,artifact_gate_content_rank,20,9,0.2
0.4409722222222222,10.0,0.1446042607227961,SoftWeight,0.2546296296296296,layer3_v2,0.3768563345935698,200,1.3104643821716309,artifact_gate_content_rank,20,9,0.2
0.4756944444444444,10.0,0.1878608785983589,SoftWeightArtifactReject,0.3009259259259259,layer3_v2,0.3904686724655483,182,1.3141021728515625,artifact_gate_content_rank,20,9,0.2
0.40625,10.0,0.12174831630869043,NoAug,0.20833333333333334,layer3_v2,0.29955186289534674,20,1.3305846452713013,artifact_gate_content_rank,21,9,0.2
0.3958333333333333,10.0,0.12305208057579067,NaiveAug,0.19444444444444442,layer3_v2,0.37914710958237413,200,1.3391776084899902,artifact_gate_content_rank,21,9,0.2
0.3125,10.0,0.04831322034200032,Random50,0.08333333333333333,layer3_v2,0.23394519199451516,110,1.3450355529785156,artifact_gate_content_rank,21,9,0.2
0.25,10.0,0.1228728232284387,SASCertTop50,0.0,layer3_v2,0.1,110,1.3602052927017212,artifact_gate_content_rank,21,9,0.2
0.4409722222222222,10.0,0.15468621015962628,ArtifactReject,0.2546296296296296,layer3_v2,0.3010718307502363,182,1.3368273973464966,artifact_gate_content_rank,21,9,0.2
0.3888888888888889,10.0,0.12645992305543688,SoftWeight,0.1851851851851852,layer3_v2,0.27314404022478556,200,1.3424848318099976,artifact_gate_content_rank,21,9,0.2
0.3784722222222222,10.0,0.08955169407029948,SoftWeightArtifactReject,0.17129629629629628,layer3_v2,0.2652138157894737,182,1.3424551486968994,artifact_gate_content_rank,21,9,0.2
0.4479166666666667,10.0,0.16661094460222456,NoAug,0.2638888888888889,layer3_v2,0.41358806910952917,20,1.3235822916030884,artifact_gate_content_rank,22,9,0.2
0.4583333333333333,10.0,0.17407170072611836,NaiveAug,0.27777777777777773,layer3_v2,0.39084185428721596,200,1.309483528137207,artifact_gate_content_rank,22,9,0.2
0.46875,10.0,0.15017534440590277,Random50,0.2916666666666667,layer3_v2,0.4024820257859496,110,1.3331979513168335,artifact_gate_content_rank,22,9,0.2
0.3125,10.0,0.015173075979368553,SASCertTop50,0.08333333333333333,layer3_v2,0.20806806343326775,110,1.3253294229507446,artifact_gate_content_rank,22,9,0.2
0.4270833333333333,10.0,0.1268229793964161,ArtifactReject,0.23611111111111108,layer3_v2,0.37238267776746325,182,1.310788631439209,artifact_gate_content_rank,22,9,0.2
0.4375,10.0,0.15239133634087113,SoftWeight,0.25,layer3_v2,0.398766948699952,200,1.3073170185089111,artifact_gate_content_rank,22,9,0.2
0.4444444444444444,10.0,0.14993016390750807,SoftWeightArtifactReject,0.25925925925925924,layer3_v2,0.4005975534613305,182,1.308539867401123,artifact_gate_content_rank,22,9,0.2
