acc,artifact_reject_percentile,ece,group,kappa,layer,macro_f1,n_train,nll,score_variant,seed,target_subject,w_min
0.3368055555555556,10.0,0.06646164641198185,SoftWeightArtifactReject,0.11574074074074077,layer3_v2,0.28819138878561645,182,1.361362099647522,artifact_gate_content_rank,21,1,0.2
0.3680555555555556,10.0,0.09553323468814294,NoAug,0.15740740740740744,layer3_v2,0.267881388643692,20,1.3671295642852783,artifact_gate_content_rank,22,1,0.2
0.2708333333333333,10.0,0.04735158751201299,NaiveAug,0.027777777777777752,layer3_v2,0.20590295399288516,200,1.36637282371521,artifact_gate_content_rank,22,1,0.2
0.3229166666666667,10.0,0.054674020037055016,Random50,0.09722222222222225,layer3_v2,0.2898218967990897,110,1.3648630380630493,artifact_gate_content_rank,22,1,0.2
0.3402777777777778,10.0,0.06433216182308064,SASCertTop50,0.12037037037037039,layer3_v2,0.27833101097535684,110,1.3644639253616333,artifact_gate_content_rank,22,1,0.2
0.3229166666666667,10.0,0.053362158230609365,ArtifactReject,0.09722222222222225,layer3_v2,0.2789462411651317,182,1.3669145107269287,artifact_gate_content_rank,22,1,0.2
0.3819444444444444,10.0,0.112017590759529,SoftWeight,0.1759259259259259,layer3_v2,0.32439337922828493,200,1.3644732236862183,artifact_gate_content_rank,22,1,0.2
0.3784722222222222,10.0,0.10898192609763808,SoftWeightArtifactReject,0.17129629629629628,layer3_v2,0.3303599752763907,182,1.3638930320739746,artifact_gate_content_rank,22,1,0.2
0.2604166666666667,10.0,0.056906976685341865,NoAug,0.013888888888888914,layer3_v2,0.19001148705096071,20,1.4471102952957153,artifact_gate_content_rank,20,2,0.2
0.2534722222222222,10.0,0.055624788213107325,NaiveAug,0.004629629629629613,layer3_v2,0.21383232816740447,200,1.4272534847259521,artifact_gate_content_rank,20,2,0.2
0.2361111111111111,10.0,0.11367588764470488,Random50,-0.018518518518518528,layer3_v2,0.14405863270455366,110,1.452863335609436,artifact_gate_content_rank,20,2,0.2
0.2673611111111111,10.0,0.04386813255647819,SASCertTop50,0.02314814814814814,layer3_v2,0.2012470207694927,110,1.4433923959732056,artifact_gate_content_rank,20,2,0.2
0.25,10.0,0.07096318936803275,ArtifactReject,0.0,layer3_v2,0.1625532418906736,182,1.4346449375152588,artifact_gate_content_rank,20,2,0.2
0.2465277777777778,10.0,0.0985849882579512,SoftWeight,-0.004629629629629613,layer3_v2,0.13741554054054056,200,1.4676480293273926,artifact_gate_content_rank,20,2,0.2
0.2569444444444444,10.0,0.0887450669736912,SoftWeightArtifactReject,0.009259259259259226,layer3_v2,0.16825225745128658,182,1.442358136177063,artifact_gate_content_rank,20,2,0.2
0.22916666666666666,10.0,0.08976545738470224,NoAug,-0.02777777777777779,layer3_v2,0.15929197112102153,20,1.425285816192627,artifact_gate_content_rank,21,2,0.2
0.2465277777777778,10.0,0.10244308254267606,NaiveAug,-0.004629629629629613,layer3_v2,0.12215018405084793,200,1.439146637916565,artifact_gate_content_rank,21,2,0.2
0.24305555555555555,10.0,0.07329895414618982,Random50,-0.009259259259259264,layer3_v2,0.15901981230448384,110,1.420526385307312,artifact_gate_content_rank,21,2,0.2
0.2465277777777778,10.0,0.0694008881950544,SASCertTop50,-0.004629629629629613,layer3_v2,0.16369451444078312,110,1.4119616746902466,artifact_gate_content_rank,21,2,0.2
0.2569444444444444,10.0,0.09277996063853304,ArtifactReject,0.009259259259259226,layer3_v2,0.17687807881773399,182,1.4392038583755493,artifact_gate_content_rank,21,2,0.2
0.2604166666666667,10.0,0.09736510826688674,SoftWeight,0.013888888888888914,layer3_v2,0.15838843277867667,200,1.428558111190796,artifact_gate_content_rank,21,2,0.2
0.25,10.0,0.08058579348855549,SoftWeightArtifactReject,0.0,layer3_v2,0.17286929533978707,182,1.4317651987075806,artifact_gate_content_rank,21,2,0.2
