baseline_group,group,seed_win_rate_acc,seed_win_rate_macro_f1,subject_win_rate_acc,subject_win_rate_macro_f1
NaiveAug_raw,SASCert_SoftAR_LS010,0.6666666666666666,0.7333333333333333,0.8888888888888888,0.8888888888888888
NaiveAug_raw,ArtifactReject_raw_diagnostic,0.8,0.8666666666666667,1.0,1.0
NaiveAug_LS010,SASCert_SoftAR_LS010,0.7333333333333333,0.8666666666666667,0.6666666666666666,0.8888888888888888
NaiveAug_LS010,ArtifactReject_raw_diagnostic,0.6666666666666666,0.9333333333333333,1.0,1.0
