pool,route,n,ratio,content_q_mean,risk_q_mean,artifact_score_mean,raw_ce_loss_mean,correctness_mean
regular,supervised,867,0.1445,0.8367642166980273,0.25589896843155296,0.9391579176229452,0.002902896550047921,1.0
regular,consistency,1460,0.24333333333333335,0.7051776181753368,0.5389714430009768,1.0287760354272306,0.06296238081792879,0.9801369863013699
regular,quarantine,3673,0.6121666666666666,0.3389507483781244,0.5421283105892867,1.646778293889094,1.838843845438461,0.6615845358017969
