target_subject,seed,group,n_support,n_aug_total,n_aug_kept,rejected_ratio,mean_aug_weight_all,mean_aug_weight_kept,sum_aug_weight_kept,sum_weight_per_candidate,CE_real,CE_aug_raw,CE_aug_weighted,final_train_loss,artifact_threshold,mean_v2_gamma,v2_prior_agreement_rate,v2_proto_agreement_rate,v2_both_agreement_rate,tf_supervised_ratio,tf_consistency_ratio,tf_quarantine_ratio,fold_score_nan_inf_count,fold_covariance_nan_inf_count,accuracy,balanced_accuracy,macro_f1,kappa,auroc,nll,ece,brier,class_0_accuracy,class_0_f1,class_1_accuracy,class_1_f1
101,20,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.2279266119003296,0.23340821266174316,0.23340819776058197,0.46133482456207275,2.0445934772491454,0.8509442806243896,1.0,1.0,1.0,0.13333333333333333,0.26666666666666666,0.6,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9967320261437909,0.1032804340690397,0.06020156826291766,0.04829033836722374,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,20,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,2.0445934772491454,0.8509442806243896,1.0,1.0,1.0,0.13333333333333333,0.26666666666666666,0.6,0,0,0.9714285714285714,0.9722222222222222,0.9714285714285714,0.9429037520391517,0.9967320261437909,0.13367890320280382,0.08883000441959925,0.06676549464464188,1.0,0.9714285714285714,0.9444444444444444,0.9714285714285714
101,20,SAS-Cert-TFConsistency_v0,10,60,24,0.6,0.4000000059604645,1.0,24.0,0.4,nan,nan,nan,nan,2.0445934772491454,0.8509442806243896,1.0,1.0,1.0,0.13333333333333333,0.26666666666666666,0.6,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,1.0,0.07183338477522412,0.057917005675179614,0.034589000046253204,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,21,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,3.4017468452453614,0.8398705124855042,0.9833333492279053,0.9833333492279053,0.9833333492279053,0.13333333333333333,0.26666666666666666,0.6,0,0,0.9428571428571428,0.9411764705882353,0.9424342105263158,0.8852459016393442,0.9869281045751633,0.15442173378550422,0.09142663478851318,0.08648033440113068,0.8823529411764706,0.9375,1.0,0.9473684210526316
101,21,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.24370786547660828,0.2576408386230469,0.2576408386230469,0.5013487339019775,3.4017468452453614,0.8398705124855042,0.9833333492279053,0.9833333492279053,0.9833333492279053,0.13333333333333333,0.26666666666666666,0.6,0,0,0.9428571428571428,0.9411764705882353,0.9424342105263158,0.8852459016393442,0.9869281045751633,0.18070281951884926,0.10295443875449045,0.0994025319814682,0.8823529411764706,0.9375,1.0,0.9473684210526316
101,21,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,3.4017468452453614,0.8398705124855042,0.9833333492279053,0.9833333492279053,0.9833333492279053,0.13333333333333333,0.26666666666666666,0.6,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9967320261437909,0.0867811252970491,0.04494412796837943,0.04959164932370186,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,21,SAS-Cert-TFConsistency_v0,10,60,24,0.6,0.4000000059604645,1.0,24.0,0.4,nan,nan,nan,nan,3.4017468452453614,0.8398705124855042,0.9833333492279053,0.9833333492279053,0.9833333492279053,0.13333333333333333,0.26666666666666666,0.6,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9934640522875817,0.11027689818218003,0.08330304282052177,0.05962465703487396,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,22,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2.2076524496078496,0.8525851368904114,1.0,1.0,1.0,0.15,0.2833333333333333,0.5666666666666667,0,0,1.0,1.0,1.0,1.0,1.0,0.07657780877258485,0.06417275667190551,0.03631646931171417,1.0,1.0,1.0,1.0
101,22,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.25182628631591797,0.26302406191825867,0.26302406191825867,0.514850378036499,2.2076524496078496,0.8525851368904114,1.0,1.0,1.0,0.15,0.2833333333333333,0.5666666666666667,0,0,0.9428571428571428,0.9444444444444444,0.9428104575163399,0.8859934853420195,1.0,0.10753892179672055,0.06339407648359027,0.06005849316716194,1.0,0.9444444444444444,0.8888888888888888,0.9411764705882353
101,22,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,2.2076524496078496,0.8525851368904114,1.0,1.0,1.0,0.15,0.2833333333333333,0.5666666666666667,0,0,0.9142857142857143,0.9166666666666667,0.914004914004914,0.8292682926829269,1.0,0.12783294275340162,0.08874984128134591,0.08591467142105103,1.0,0.9189189189189189,0.8333333333333334,0.9090909090909091
