score_file,aug_id,aug_type,label,artifact_gate_pass,artifact_risk_raw,content_score,physio_score,style_score,e_total,softar_weight_v1_1
target90_seed20.csv,channel_dropout_000_04,channel_dropout,1,1,1.782513976097107,0.5254237055778503,0.11864406615495682,0.1355932205915451,0.7118643522262573,0.3084745705127716
target90_seed20.csv,channel_dropout_006_04,channel_dropout,0,1,0.5300598740577698,0.6779661178588867,0.033898305147886276,0.0,0.7118644118309021,0.3220338821411133
target90_seed20.csv,mild_frequency_mixup_003_05,mild_frequency_mixup,0,1,0.5662215948104858,0.0,0.4406779706478119,0.5762711763381958,0.7288135290145874,0.33559322357177734
target90_seed20.csv,mild_frequency_mixup_008_05,mild_frequency_mixup,0,1,0.5875514149665833,0.2711864411830902,0.2881355881690979,0.4406779706478119,0.7796609997749329,0.3491525650024414
target90_seed20.csv,frequency_mask_000_03,frequency_mask,1,1,1.673616647720337,0.1525423675775528,0.37288135290145874,0.5593220591545105,0.8050847053527832,0.3627118468284607
target90_seed20.csv,frequency_mask_004_03,frequency_mask,1,1,0.36045458912849426,0.22033898532390594,0.2711864411830902,0.8644067645072937,0.9237288236618042,0.37627118825912476
target90_seed20.csv,frequency_mask_008_03,frequency_mask,0,1,0.5622263550758362,0.23728813230991364,0.5593220591545105,0.32203391194343567,0.9576271176338196,0.3898305296897888
target90_seed20.csv,time_crop_003_02,time_crop,0,1,0.8886628746986389,0.2881355881690979,0.4237288236618042,0.5423728823661804,0.9830508232116699,0.4033898413181305
target90_seed20.csv,channel_dropout_005_04,channel_dropout,1,1,0.8438857197761536,0.8135592937469482,0.08474576473236084,0.22033898532390594,1.008474588394165,0.41694915294647217
target90_seed20.csv,frequency_mask_003_03,frequency_mask,0,1,0.5680453181266785,0.06779661029577255,0.6271186470985413,0.6440678238868713,1.01694917678833,0.43050849437713623
target90_seed20.csv,channel_dropout_002_04,channel_dropout,1,1,0.6431010365486145,0.7627118825912476,0.18644067645072937,0.23728813230991364,1.0677967071533203,0.4440677762031555
target90_seed20.csv,time_shift_009_01,time_shift,0,1,2.0386552810668945,0.10169491171836853,0.8644067645072937,0.2881355881690979,1.1101694107055664,0.4576271176338196
target90_seed20.csv,time_crop_000_02,time_crop,1,1,3.3069398403167725,0.5423728823661804,0.22033898532390594,0.694915235042572,1.110169529914856,0.47118645906448364
target90_seed20.csv,time_shift_008_01,time_shift,0,1,0.7472742795944214,0.08474576473236084,0.8813559412956238,0.35593220591545105,1.1440677642822266,0.4847458004951477
target90_seed20.csv,gaussian_noise_003_00,gaussian_noise,0,1,3.2039315700531006,0.1355932205915451,0.6779661178588867,0.6779661178588867,1.1525423526763916,0.511864423751831
target90_seed20.csv,mild_frequency_mixup_004_05,mild_frequency_mixup,1,1,0.3539201319217682,0.35593220591545105,0.33898305892944336,0.9152542352676392,1.1525423526763916,0.498305082321167
target90_seed20.csv,time_crop_008_02,time_crop,0,1,0.997399628162384,0.508474588394165,0.4576271176338196,0.47457626461982727,1.2033898830413818,0.5254237055778503
target90_seed20.csv,frequency_mask_001_03,frequency_mask,1,1,1.7380659580230713,0.47457626461982727,0.5254237055778503,0.4237288236618042,1.2118644714355469,0.5525423884391785
target90_seed20.csv,channel_dropout_007_04,channel_dropout,0,1,0.610464870929718,0.7966101765632629,0.16949152946472168,0.49152541160583496,1.2118644714355469,0.5389830470085144
target90_seed20.csv,gaussian_noise_008_00,gaussian_noise,0,1,3.097057819366455,0.3050847351551056,0.7627118825912476,0.33898305892944336,1.2372881174087524,0.5796610116958618
target90_seed20.csv,time_shift_003_01,time_shift,0,1,0.7070642709732056,0.033898305147886276,0.8983050584793091,0.6610169410705566,1.262711763381958,0.5932203531265259
target90_seed20.csv,time_crop_002_02,time_crop,1,1,2.814885377883911,0.8813559412956238,0.20338982343673706,0.37288135290145874,1.2711864709854126,0.6067796945571899
target90_seed20.csv,mild_frequency_mixup_001_05,mild_frequency_mixup,1,1,1.8355365991592407,0.5762711763381958,0.49152541160583496,0.4576271176338196,1.2966101169586182,0.6203389763832092
target90_seed20.csv,time_crop_006_02,time_crop,0,1,0.6025820374488831,0.8474576473236084,0.3050847351551056,0.3050847351551056,1.3050847053527832,0.6338983178138733
target90_seed20.csv,mild_frequency_mixup_000_05,mild_frequency_mixup,1,1,1.6701160669326782,0.5593220591545105,0.47457626461982727,0.5932203531265259,1.3305084705352783,0.6474576592445374
target90_seed20.csv,frequency_mask_009_03,frequency_mask,0,1,1.8876782655715942,0.37288135290145874,0.8305084705352783,0.2711864411830902,1.3389830589294434,0.6610169410705566
target90_seed20.csv,frequency_mask_006_03,frequency_mask,0,1,0.4673110544681549,0.7288135886192322,0.5762711763381958,0.1525423675775528,1.381355881690979,0.6745762825012207
target90_seed20.csv,time_shift_004_01,time_shift,1,1,0.402112752199173,0.050847455859184265,0.9322034120559692,0.8813559412956238,1.4237288236618042,0.68813556432724
