target_subject,seed,group,n_support,n_aug_total,n_aug_kept,rejected_ratio,mean_aug_weight_all,mean_aug_weight_kept,artifact_threshold,fold_score_nan_inf_count,fold_covariance_nan_inf_count,accuracy,balanced_accuracy,macro_f1,kappa,auroc,nll,ece,brier
90,20,NaiveAug_LS010,10,60,60,0.0,1.0,1.0,3.3602078437805183,0,0,0.9714285714285714,0.9722222222222222,0.9714285714285714,0.9429037520391517,0.9967320261437909,0.07074505133928213,0.03147437402180263,0.04377807304263115
90,20,ArtifactReject_LS010,10,60,54,0.09999999999999998,1.0,1.0,3.3602078437805183,0,0,0.8,0.8055555555555556,0.7939444911690496,0.6042003231017771,0.9967320261437909,0.47114359621159596,0.13513971396854946,0.27794376015663147
90,20,SoftWeight_noReject_LS010,10,60,60,0.0,0.6000000834465027,0.6000000834465027,3.3602078437805183,0,0,0.9714285714285714,0.9722222222222222,0.9714285714285714,0.9429037520391517,0.9967320261437909,0.08271559671827813,0.04521275077547346,0.05196443945169449
90,20,SAS-Cert-SoftAR-LS-v1.1,10,60,54,0.09999999999999998,0.5418078899383545,0.6020087599754333,3.3602078437805183,0,0,0.8285714285714286,0.8333333333333333,0.825,0.6601941747572816,0.9967320261437909,0.4220354361112867,0.09381995882306779,0.2562688887119293
