aug_type,n,artifact_risk_raw_mean,artifact_risk_raw_std,artifact_risk_raw_p10,artifact_risk_raw_p90,content_score_mean,content_score_std,content_score_p10,content_score_p90,physio_score_mean,physio_score_std,physio_score_p10,physio_score_p90,style_score_mean,style_score_std,style_score_p10,style_score_p90,e_total_mean,e_total_std,e_total_p10,e_total_p90,soft_weight_v1_1_mean,soft_weight_v1_1_std,soft_weight_v1_1_p10,soft_weight_v1_1_p90,softar_weight_v1_1_mean,softar_weight_v1_1_std,softar_weight_v1_1_p10,softar_weight_v1_1_p90,d_band_mean,d_band_std,d_band_p10,d_band_p90,d_cov_riemann_mean,d_cov_riemann_std,d_cov_riemann_p10,d_cov_riemann_p90,d_style_mean,d_style_std,d_style_p10,d_style_p90
ALL,60,1.9507597799102465,2.5572509921193407,0.46079122424125674,3.3602078437805183,0.4999999995343387,0.2935271570389869,0.09999999701976776,0.8999999761581421,0.4999999995343387,0.2935271570389869,0.09999999701976776,0.8999999761581421,0.4999999995343387,0.29352715703898696,0.09999999701976776,0.8999999761581421,1.2499999955296517,0.4806698749196636,0.559322053194046,1.8576271533966064,0.6000000034769376,0.23482172577818164,0.2799999862909317,0.9200000047683716,0.5418079127868016,0.2828495975904024,0.1800000026822091,0.9200000047683716,194.04401501814525,261.14806489637516,0.0,691.8639038085937,3.5405766571562785,5.509920834841379,7.695406052839193e-13,15.386991024017334,193.53734486897787,58.04226401967347,120.09988098144531,262.1096221923828
channel_dropout,10,1.0051356881856919,0.587622599769651,0.5146007925271988,1.8718433022499084,0.48135592993348836,0.26993354705663936,0.15423729177564383,0.7983050882816315,0.10508474502712488,0.05507822634542369,0.032203389890491964,0.17118644416332243,0.15254237037152052,0.13832003599721343,0.015254237316548824,0.26271186023950566,0.6627118736505508,0.3405008639004414,0.3398305058479309,1.0822034835815428,0.32745762169361115,0.10077778240571876,0.23661017119884492,0.4535593032836914,0.32745762169361115,0.10077778240571876,0.23661017119884492,0.4535593032836914,659.3465270996094,117.05242466103802,499.90162963867186,825.95859375,15.778096199035645,0.6022866832968773,15.074758052825928,16.723518943786623,267.124169921875,41.37644890652223,221.38087005615233,326.86684265136716
frequency_mask,10,0.8946256279945374,0.5828243468239234,0.3601574867963791,1.7530271887779236,0.43728813603520394,0.2603557580632232,0.14406779184937477,0.7474576532840728,0.5610169500112534,0.14430688165857347,0.3627118617296219,0.6627118885517119,0.5762711897492409,0.26026746411460683,0.2593220338225365,0.8728813409805297,1.2864406883716584,0.35485714767283444,0.911864411830902,1.7059322237968444,0.6027118742465973,0.20239758248454948,0.37491525411605836,0.8494915306568145,0.6027118742465973,0.20239758248454948,0.37491525411605836,0.8494915306568145,63.690590143203735,55.966738211038304,22.07837071418762,134.59248657226559,1.4516289561986924,0.49669917823896326,0.9786449998617173,1.8716493844985962,175.04004974365233,45.54024412782927,121.15913696289063,223.8731231689453
gaussian_noise,10,3.471877098083496,0.5951687406629111,2.9247729063034056,4.354515790939331,0.7016949072480202,0.2720536945344115,0.28813558369874953,0.9677966177463532,0.7372881352901459,0.04868273026546658,0.6762712001800537,0.7983050882816315,0.5898304998874664,0.26657088192134204,0.2474576324224472,0.9067796349525451,1.7338982939720153,0.32905375618674426,1.2288135409355163,2.0627119302749635,0.8359322011470794,0.16433651680954875,0.5728813529014587,0.9877965927124024,0.5874576270580292,0.41588412839462907,0.0,0.9877965927124024,11.739574718475343,0.7707303045544164,10.826597785949707,12.472273063659667,1.217938095331192,0.3116505821734433,0.9213263690471649,1.590961730480194,173.4925323486328,45.67903755755414,118.92646026611328,223.75941467285156
mild_frequency_mixup,10,0.8867225974798203,0.5740994891440874,0.3462961494922638,1.7215519428253174,0.4983050890266895,0.2885540364125118,0.10677965953946114,0.8406779646873473,0.398305082321167,0.0868385632301558,0.28474575877189634,0.4966101586818695,0.613559327274561,0.23859206612923115,0.4084745801985264,0.9169491529464722,1.2033898055553436,0.3441763268410276,0.7194914937019348,1.5406779050827026,0.5810169577598572,0.186355605274836,0.3315254271030426,0.7722034156322479,0.5810169577598572,0.186355605274836,0.3315254271030426,0.7722034156322479,121.70881385803223,45.26691151004061,78.89199638366699,177.50347900390622,1.2713024258613586,0.33909938986833915,1.0269894361495973,1.5034389615058896,172.04385833740236,41.76946757318907,117.96373901367187,206.90531158447263
time_crop,10,4.3890385091304776,5.028532271916342,0.8600547909736633,13.900299739837646,0.6271186470985413,0.26092888600343817,0.28474575877189634,0.8932203471660614,0.2745762728154659,0.15530456168642012,0.061016949266195296,0.4627118647098541,0.47288135401904585,0.27782654573390664,0.07966101877391338,0.7406779706478118,1.1381356060504912,0.46111431139781456,0.3635593354701996,1.6974576473236083,0.5403389930725098,0.21825454964602053,0.22576270997524261,0.8345762610435485,0.43966102302074433,0.32331609520511856,0.0,0.8345762610435485,307.7785842895508,260.2926663764173,90.8886100769043,749.7509704589843,1.5244942665100099,0.2620650705774389,1.3240135431289672,1.8108557462692259,200.17847900390626,58.650163958682136,144.16139068603516,269.3546905517578
time_shift,10,1.0571591585874558,0.6188181440693631,0.5408801883459091,2.0437726736068726,0.254237287864089,0.17151336409205425,0.049152540788054463,0.4457627147436142,0.9237288117408753,0.048682731303049995,0.8627118527889251,0.9847457408905029,0.5949152559041977,0.26009633331087345,0.27627118229866027,0.8898305177688598,1.4754237055778503,0.2431908424275327,1.1406779289245605,1.7661017060279847,0.7125423729419709,0.15433820209586221,0.4820339322090149,0.8725423634052276,0.7125423729419709,0.15433820209586221,0.4820339322090149,0.8725423634052276,0.0,0.0,0.0,0.0,7.712617355751586e-13,3.511826924901915e-13,4.286578280917122e-13,1.2809652318902796e-12,173.34497985839843,45.646752371134305,119.01886444091797,223.77048187255858
