acc,ece,group,kappa,macro_f1,n_train,nll,seed,shadow_diagnostic,target_subject
0.22916666666666666,0.07582600176748303,Random50,-0.02777777777777779,0.15097402597402598,110,1.3828048706054688,21,0,8
0.3229166666666667,0.01825201946000258,SASCertTop50,0.09722222222222225,0.21558474362212682,110,1.3693798780441284,21,0,8
0.3020833333333333,0.020463974680751562,SASCertSoftWeight,0.06944444444444442,0.18908083341073031,200,1.3684765100479126,21,1,8
0.3090277777777778,0.08153798488072224,ArtifactReject,0.07870370370370372,0.24196126428365883,182,1.3663402795791626,21,1,8
0.3090277777777778,0.06447453051805498,SoftWeightArtifactReject,0.07870370370370372,0.21690631967662405,182,1.3655269145965576,21,1,8
0.3229166666666667,0.04761858812222878,NoAug,0.09722222222222225,0.25078914141414144,20,1.3661969900131226,22,0,8
0.3611111111111111,0.08136961598777108,NaiveAug,0.14814814814814814,0.3113634867744457,200,1.356129765510559,22,0,8
0.3020833333333333,0.06684330840491585,Random50,0.06944444444444442,0.24712468244166022,110,1.3573297262191772,22,0,8
0.3229166666666667,0.022966503579583433,SASCertTop50,0.09722222222222225,0.21332459589340325,110,1.3633995056152344,22,0,8
0.3368055555555556,0.0552557132517298,SASCertSoftWeight,0.11574074074074077,0.29312056484244464,200,1.3560408353805542,22,1,8
0.3333333333333333,0.0578731716507011,ArtifactReject,0.11111111111111109,0.2841532547242728,182,1.3558831214904785,22,1,8
0.3229166666666667,0.05809952556673023,SoftWeightArtifactReject,0.09722222222222225,0.2197837894025623,182,1.3586124181747437,22,1,8
0.4722222222222222,0.18941988816691768,NoAug,0.2962962962962963,0.40977372261737566,20,1.321784496307373,20,0,9
0.4201388888888889,0.13848256050712532,NaiveAug,0.22685185185185186,0.30525176577808155,200,1.320159673690796,20,0,9
0.2708333333333333,0.1767126826517698,Random50,0.027777777777777752,0.14222450216781815,110,1.3244673013687134,20,0,9
0.4791666666666667,0.18446149780518478,SASCertTop50,0.3055555555555556,0.42588496456953373,110,1.3189244270324707,20,0,9
0.4826388888888889,0.1872926019649539,SASCertSoftWeight,0.3101851851851852,0.4036244204187645,200,1.3142662048339844,20,1,9
0.4444444444444444,0.1613286817446351,ArtifactReject,0.25925925925925924,0.35977272247004083,182,1.3135571479797363,20,1,9
0.4756944444444444,0.18493427920879588,SoftWeightArtifactReject,0.3009259259259259,0.4045507170806829,182,1.3158003091812134,20,1,9
0.40625,0.12174831630869043,NoAug,0.20833333333333334,0.29955186289534674,20,1.3305846452713013,21,0,9
0.3958333333333333,0.12305208057579067,NaiveAug,0.19444444444444442,0.37914710958237413,200,1.3391776084899902,21,0,9
0.3125,0.04831322034200032,Random50,0.08333333333333333,0.23394519199451516,110,1.3450355529785156,21,0,9
0.25,0.1228728232284387,SASCertTop50,0.0,0.1,110,1.3602052927017212,21,0,9
0.2986111111111111,0.029991266886807148,SASCertSoftWeight,0.06481481481481481,0.18228164678722586,200,1.3476719856262207,21,1,9
0.4513888888888889,0.17164645571675566,ArtifactReject,0.26851851851851855,0.3125417917098232,182,1.337031364440918,21,1,9
0.3715277777777778,0.08854028655009137,SoftWeightArtifactReject,0.16203703703703706,0.2588702147525677,182,1.34243643283844,21,1,9
0.4479166666666667,0.16661094460222456,NoAug,0.2638888888888889,0.41358806910952917,20,1.3235822916030884,22,0,9
0.4583333333333333,0.17407170072611836,NaiveAug,0.27777777777777773,0.39084185428721596,200,1.309483528137207,22,0,9
0.46875,0.15017534440590277,Random50,0.2916666666666667,0.4024820257859496,110,1.3331979513168335,22,0,9
0.3125,0.015173075979368553,SASCertTop50,0.08333333333333333,0.20806806343326775,110,1.3253294229507446,22,0,9
0.3541666666666667,0.11470550691915883,SASCertSoftWeight,0.13888888888888892,0.2391640866873065,200,1.3095173835754395,22,1,9
0.4027777777777778,0.10154277127650049,ArtifactReject,0.20370370370370372,0.3447590970100495,182,1.3105955123901367,22,1,9
0.3645833333333333,0.0633867759671476,SoftWeightArtifactReject,0.15277777777777776,0.251508618750731,182,1.3092844486236572,22,1,9
